"label";"weight";"id"
"comparabilidade";0.333333333333333;"365"
"comparação";2.19128787878788;"366"
"comparação internacional";2.26767676767677;"367"
"comparável";0.545454545454545;"368"
"competência";2.05622400475342;"369"
"competência central";1.35294117647059;"370"
"competência complementar";1.09090909090909;"371"
"competição";0.333333333333333;"372"
"competidor";0.333333333333333;"373"
"competitividade";0.910087719298246;"374"
"competitividade médio";1.2914979757085;"375"
"competitivo";1.94166666666667;"376"
"complementar";1.31818181818182;"377"
"complementaridade";0.222222222222222;"378"
"complementaridade tecnológico";1.2991452991453;"379"
"completo";0.25;"380"
"complexa interação";1.41666666666667;"381"
"complexidade";1.85238095238095;"382"
"complexidade institucional";1.93333333333333;"383"
"complexo";4.07142857142857;"384"
"componente";1.65;"385"
"comportamental";0.6;"386"
"comportamento";2.33461538461538;"387"
"comportamento econômico";1.36111111111111;"388"
"comportamento humano";1.35;"389"
"compra";1.66666666666667;"390"
"compra governamental";2.30769230769231;"391"
"compra público";1.83333333333333;"392"
"comprador";0.285714285714286;"393"
"compreensão";1.50416666666667;"394"
"compromisso";0.285714285714286;"395"
"computação";0.625;"396"
"computação eletrônico";1.29166666666667;"397"
"computação quântico";1.625;"398"
"computador";0.117647058823529;"399"
"comum";0.5;"400"
"comunicação";0.480769230769231;"401"
"comunicação interativo";1.25;"402"
"comunidade";2.05808080808081;"403"
"comunidade acadêmico";4.09284016636958;"404"
"comunidade científico";4.06893424036281;"405"
"comunidade epistêmico";1.36363636363636;"406"
"comunismo científico";2.22448979591837;"407"
"conceito fundamental";1.04166666666667;"408"
"conceito próprio";1.46176470588235;"409"
"concentração";1.1969696969697;"410"
"concentração bilateral";2;"411"
"concentração espacial";1.63286713286713;"412"
"concentração geográfico";1.98863636363636;"413"
"concepção";0.428571428571429;"414"
"concessão";0.333333333333333;"415"
"conclusão";0.666666666666667;"416"
"concorrência";0.85;"417"
"concorrencial";0.6;"418"
"concorrente";1.68627450980392;"419"
"condição competitivo";1.20833333333333;"420"
"condição necessário";0.908695652173913;"421"
"condição suficiente";1.23809523809524;"422"
"conduta";0.7;"423"
"conexão";0.375;"424"
"confiança mútuo";3.89285714285714;"425"
"configuração";0.9;"426"
"configuração institucional";1.85774647887324;"427"
"configuração produtivo";1.81666666666667;"428"
"conflito";0.333333333333333;"429"
"conhecimento científico";4.28396759670052;"430"
"conhecimento disponível";1.06666666666667;"431"
"conhecimento externo";4.78846644157117;"432"
"conhecimento interno";1.25471698113208;"433"
"conhecimento local";2.57301587301587;"434"
"conhecimento necessário";1.5;"435"
"conhecimento prévio";1.5;"436"
"conhecimento relevante";2.45801368442878;"437"
"conhecimento subjacente";1.25471698113208;"438"
"conhecimento tácito";5.75882953524463;"439"
"conhecimento técnico";3.53485838779956;"440"
"conhecimento tecnológico";1.35162746495605;"441"
"conhecimento teórico";1.47826086956522;"442"
"conjunto amplo";1.1975;"443"
"conjunto completo";1.64285714285714;"444"
"conjunto específico";1.40694789081886;"445"
"conjunto heterogêneo";1.18333333333333;"446"
"conjunto local";1.55529953917051;"447"
"consequência";1.28968253968254;"448"
"consideração";4.85;"449"
"consistente";0.333333333333333;"450"
"consolidação";0.166666666666667;"451"
"constante";0.5;"452"
"constante exógena";1.16666666666667;"453"
"constatação";0.333333333333333;"454"
"constituição";0.2;"455"
"construção";0.674242424242424;"456"
"consumidor";1.91666666666667;"457"
"consumidor heterogêneo";1.23333333333333;"458"
"consumo";0.896969696969697;"459"
"conta";0.333333333333333;"460"
"contas nacional";2.34146341463415;"461"
"contato";1.26515151515152;"462"
"conteúdo";0.25;"463"
"contexto social";1.76344086021505;"464"
"contrário";0.111111111111111;"465"
"contribuição";3.5202380952381;"466"
"contribuição neo-schumpeteriano";1.42857142857143;"467"
"controlar";0.444444444444444;"468"
"controle";0.919047619047619;"469"
"controle normativo";1.75;"470"
"convencional";1.07692307692308;"471"
"convergência";0.571428571428571;"472"
"cooperação";0.517716535433071;"473"
"cooperação informal";1.06771653543307;"474"
"cooperação interorganizacional";1.26771653543307;"475"
"cooperação tecnológico";3.46002422774076;"476"
"coordenação";1.23931623931624;"477"
"coordenação estratégico";1.46153846153846;"478"
"coordenação político";1.03846153846154;"479"
"corolário";0.333333333333333;"480"
"corrente";0.6;"481"
"correspondência";0.333333333333333;"482"
"corte";0.241379310344828;"483"
"costa-dia";0.5;"484"
"covariável";0.5;"485"
"crédito";0.340080971659919;"486"
"crédito bancário";1.33458646616541;"487"
"crescente";0.333333333333333;"488"
"crescente importância";1.46666666666667;"489"
"crescimento econômico";10.9905631312162;"490"
"criação";0.311111111111111;"491"
"crise";0.1875;"492"
"critério";0.583333333333333;"493"
"crítica";1.15;"494"
"crowdfunding";1;"495"
"crucial";1.76666666666667;"496"
"cultura";0.5;"497"
"cultural";1.5;"498"
"cumulatividade";0.25;"499"
"cumulativo";0.833333333333333;"500"
"cunho neo-schumpeteriano";2.08571428571429;"501"
"curso";0.166666666666667;"502"
"curto";2.25;"503"
"curto prazo";7.87954545454545;"504"
"curva";0.625;"505"
"curva “";1.5;"506"
"curva logístico";1.16666666666667;"507"
"curva sigmoide";1.5;"508"
"custo médio";1.59863945578231;"509"
"custo produção";0.975151515151515;"510"
"custo total";1.54545454545455;"511"
"custo unitário";2.05681818181818;"512"
"custo-benefício";0.6;"513"
"customização";0.2;"514"
"cyted";0.333333333333333;"515"
"dado";1.35833333333333;"516"
"dado tecnologia";1.74509803921569;"517"
"dano ambiental";2.2112676056338;"518"
"data";0.65;"519"
"debate";2.67619047619048;"520"
"debate contemporâneo";1.8;"521"
"debilidade";0.333333333333333;"522"
"década";1.66666666666667;"523"
"decisão";2.07727272727273;"524"
"decisão crucial";0.75;"525"
"decisivo";0.4;"526"
"declínio";0.5;"527"
"decorrente";0.6;"528"
"defesa nuclear";1.41666666666667;"529"
"definição";2.71428571428571;"530"
"deheja";0.4;"531"
"demanda";3.00938667067699;"532"
"demanda contraditório";1.4;"533"
"demanda efetivo";1.55555555555556;"534"
"demanda social";1.79166666666667;"535"
"demarcação";0.4;"536"
"denso rede";1.42857142857143;"537"
"dependência";0.333333333333333;"538"
"dependente";1.03571428571429;"539"
"depreciação";0.8;"540"
"depreciação físico";2.8;"541"
"desafio";3.32344322344322;"542"
"descoberta";0.5;"543"
"descoberta científico";1.72448979591837;"544"
"descoberto científico";2.22448979591837;"545"
"descontínuar";0.5;"546"
"descontinuidade";0.6;"547"
"descontinuidade tecnológico";1.58558558558559;"548"
"descrição";0.333333333333333;"549"
"desejar";0.75;"550"
"desempenho";3.16785714285714;"551"
"desempenho ambiental";1.78269617706237;"552"
"desempenho inovativo";1.42592592592593;"553"
"desenho";0.333333333333333;"554"
"desenvolvedor";0.4;"555"
"desenvolvimentar";0.666666666666667;"556"
"desenvolvimento capitalista";1.5719696969697;"557"
"desenvolvimento científico";4.55598940741798;"558"
"desenvolvimento conceitual";1.44467213114754;"559"
"desenvolvimento experimental";2.35530303030303;"560"
"desenvolvimento financeiro";1.43106060606061;"561"
"desenvolvimento industrial";4.49487513622437;"562"
"desenvolvimento inovativo";2.36363636363636;"563"
"desenvolvimento recente";1.13461538461538;"564"
"desenvolvimento regional";1.33333333333333;"565"
"desenvolvimento social";2.02378468526009;"566"
"desenvolvimento socioeconômico";2.60035366931919;"567"
"desenvolvimento sustentável";2.66017917825147;"568"
"desenvolvimento tecnológico";11.3707131132356;"569"
"desenvolvimento teórico";1.78181818181818;"570"
"desenvolvimento vis-à-vil";1.33333333333333;"571"
"desigm";0.666666666666667;"572"
"design";0.428571428571429;"573"
"despesa";0.2;"574"
"destaque";0.533333333333333;"575"
"destruição";0.5;"576"
"destruição criador";5.5;"577"
"detalhe";0.166666666666667;"578"
"determinado estágio";2;"579"
"determinado tecnologia";1.375;"580"
"determinante";0.506493506493507;"581"
"dia";0.333333333333333;"582"
"diálogo";0.25;"583"
"didático";0.333333333333333;"584"
"diferença";2.1739898989899;"585"
"diferenciação";1.625;"586"
"diferenciação competitivo";2;"587"
"diferenciado";0.333333333333333;"588"
"diferencial";1;"589"
"diferencial tecnológico";2.01492537313433;"590"
"diferente";3.20619658119658;"591"
"difference-in-difference";0.75;"592"
"difícil";1.23333333333333;"593"
"dificuldade";1.70833333333333;"594"
"difusão";2.4404596422945;"595"
"difusão tecnológico";5.43557518636077;"596"
"digital";1.36363636363636;"597"
"dimensão espacial";1.75;"598"
"dimensão internacional";1.7816091954023;"599"
"dimensão local";1.38961038961039;"600"
"dimensão nacional";3.5005698005698;"601"
"dimensão territorial";1.58771929824561;"602"
"dinâmica capitalista";1.62693798449612;"603"
"dinâmica cíclico";1.16860465116279;"604"
"dinâmica concorrencial";1.6;"605"
"dinâmica econômico";2.99157762413576;"606"
"dinâmico";0.25;"607"
"direção";1.36666666666667;"608"
"direito";0.1875;"609"
"direta";0.2;"610"
"diretriz";0.571428571428571;"611"
"diretriz internacional";2.29365079365079;"612"
"diretriz metodológico";1.57142857142857;"613"
"disciplina";0.4;"614"
"disciplina científico";3.06666666666667;"615"
"dispêndio";0.235294117647059;"616"
"dispêndio manual";0.562026790914386;"617"
"dispêndio municipal";1.23529411764706;"618"
"dispêndio público";0.901960784313725;"619"
"disponibilidade";1.73333333333333;"620"
"disponíveis";0.787878787878788;"621"
"disponível";2.50043103448276;"622"
"disputa";0.142857142857143;"623"
"dissipação";0.333333333333333;"624"
"distância";1.125;"625"
"distância geográfico";2.25;"626"
"distribuição";2.01190476190476;"627"
"distribuição desigual";1.25;"628"
"distrito industrial";4.81231003039514;"629"
"diversidade empresarial";2;"630"
"diversificação";0.1;"631"
"diverso";0.4;"632"
"diverso atividade";1.26455026455026;"633"
"diverso instrumento";1.64285714285714;"634"
"diverso setor";1.94444444444444;"635"
"diverso sistema";2.03636363636364;"636"
"diverso versão";2.03623188405797;"637"
"divisão";1;"638"
"divulgação";0.142857142857143;"639"
"documento";1.30555555555556;"640"
"domínio";0.833333333333333;"641"
"driver";0.25;"642"
"dualização";0.25;"643"
"dunning";0.1;"644"
"duração";0.5;"645"
"dynamic";1.2;"646"
"ecoinovação";0.0666666666666667;"647"
"economia capitalista";1.69481981981982;"648"
"economia digital";1.4949494949495;"649"
"economia dinâmica";1.66310975609756;"650"
"economia dinâmico";1.53846153846154;"651"
"economia emergente";1.66666666666667;"652"
"economia evolucionário";1.26973684210526;"653"
"economia evolucionista";1.5405701754386;"654"
"economia externo";3.74385964912281;"655"
"economia formal";1.94285714285714;"656"
"economia individual";2.5;"657"
"economia monetário";1.47619047619048;"658"
"economia mundial";1.81981981981982;"659"
"economia nacional";1.57272727272727;"660"
"economia neoclássico";1.64473684210526;"661"
"economia político";2.16274509803922;"662"
"economia regional";1.98333333333333;"663"
"economist";0.2;"664"
"economista";1.26709401709402;"665"
"economista evolucionista";1.35737179487179;"666"
"ed. paril";1.66666666666667;"667"
"edição";1.78095238095238;"668"
"edison";0.333333333333333;"669"
"educação";1.15238095238095;"670"
"educação formal";1.33333333333333;"671"
"educação técnico";1.91666666666667;"672"
"educacional";0.666666666666667;"673"
"efeito econômico";1.77564102564103;"674"
"efeito indireto";1.10897435897436;"675"
"efeito positivo";2.99230769230769;"676"
"efetivo";0.142857142857143;"677"
"eficaz";0.5;"678"
"eficiência";2.29393939393939;"679"
"eficiência coletivo";1.9;"680"
"eficiência econômico";1.58333333333333;"681"
"eficiência energético";1.75;"682"
"eficiente";1.3;"683"
"eixo";0.8;"684"
"eixo plano-político";1.8;"685"
"elaboração";1.77922077922078;"686"
"elaboração neo-schumpeteriano";1.51190476190476;"687"
"elaboração próprio";8.85620490620491;"688"
"elasticidade";0.5;"689"
"elasticidades";0.666666666666667;"690"
"elemento constitutivo";1.47368421052632;"691"
"elemento essencial";1.16666666666667;"692"
"elemento fundamental";1.44444444444444;"693"
"elemento institucional";1.43143068939956;"694"
"elemento virtuoso";2.33333333333333;"695"
"eletricidade";0.111111111111111;"696"
"elevar importância";1.14285714285714;"697"
"emergência";0.0526315789473684;"698"
"emissão";0.125;"699"
"emm";0.111111111111111;"700"
"emn";0.2;"701"
"empírico";3.13492063492063;"702"
"empreendedor";0.916666666666667;"703"
"emprego";0.292929292929293;"704"
"emprego total";0.681818181818182;"705"
"empresa antigo";1.33620689655172;"706"
"empresa ativo";0.871212121212121;"707"
"empresa brasileiro";2.79502487562189;"708"
"empresa estrangeiro";3.16233187661759;"709"
"empresa grande";2.28257281133869;"710"
"empresa industrial";1.51851851851852;"711"
"empresa inovador";3.81839977370258;"712"
"empresa inovadora";2.85620689655172;"713"
"empresa líder";2.35294117647059;"714"
"empresa local";1.40989010989011;"715"
"empresa moderno";2.19727891156463;"716"
"empresa multinacional";5.47232875132035;"717"
"empresa nacional";1.82055933484505;"718"
"empresa nascente";1.29591836734694;"719"
"empresa norte-americano";1.7687074829932;"720"
"empresa participante";0.728358208955224;"721"
"empresa privado";1.22222222222222;"722"
"empresa produtor";0.852941176470588;"723"
"empresa sede";1.67567567567568;"724"
"empresa seder";1.67567567567568;"725"
"empresa subsidiário";1.4869501854796;"726"
"empresário";0.575;"727"
"empréstimo";0.333333333333333;"728"
"encomenda";0.777777777777778;"729"
"encomenda efetivo";1.63492063492063;"730"
"encomenda tecnológico";1.66891891891892;"731"
"endogeneidade tecnológico";2.01492537313433;"732"
"energia";1.52898550724638;"733"
"energia alternativo";2.36231884057971;"734"
"energia limpar";1.69565217391304;"735"
"energia renovável";1.69565217391304;"736"
"ênfase";1.13888888888889;"737"
"enfoque neo-schumpeteriano";1.66666666666667;"738"
"engajamento";0.333333333333333;"739"
"engenharia";3.51666666666667;"740"
"engenharia reversar";2;"741"
"engenharia reverso";3.6;"742"
"engenhariar reversa";2;"743"
"enorme";0.875;"744"
"ensino";0.2;"745"
"ensino alto";2.15384615384615;"746"
"ensino superior";2;"747"
"ensino técnico";1.075;"748"
"entendimento";0.553846153846154;"749"
"entendimento fundamental";1.02884615384615;"750"
"entrave";0.2;"751"
"entrega";0.133333333333333;"752"
"entrepreneurial university";2.73333333333333;"753"
"época";0.476190476190476;"754"
"equação";0.670588235294118;"755"
"equação replicator";1.59558823529412;"756"
"equilíbrio";0.567099567099567;"757"
"equilíbrio geral";0.80952380952381;"758"
"equipamento";1.33888888888889;"759"
"equipe";0.5;"760"
"era";0.272727272727273;"761"
"erro";0.142857142857143;"762"
"erro sistemáticos";2;"763"
"escala";2.875;"764"
"escala global";2.2;"765"
"escala molecular";2;"766"
"escala ótimo";1.825;"767"
"escola";1.16190476190476;"768"
"escola neo-schumpeteriano";0.621794871794872;"769"
"escolaridade";0.2;"770"
"escolha";0.75;"771"
"escolha aleatório";2;"772"
"escolha político";1.19607843137255;"773"
"escopo";0.5;"774"
"escritório";1.02380952380952;"775"
"escritório central";1.66666666666667;"776"
"escritório europeu";1.35714285714286;"777"
"escritório próprio";1.74358974358974;"778"
"esfer universidade";1.21468926553672;"779"
"esfera";0.7;"780"
