dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,local,arquivamento,linksOrigem,tema,observacao,linkLegislacao.url,linkLegislacao.rotulo
Remissivo,PROJETO DE LEI,PL,768,1980,GOVERNADOR DO ESTADO,"AUTORIZA O PODER EXECUTIVO A FAZER REVERTER IMÓVEL, MEDIANTE
DOAÇÃO, AO PATRIMÔNIO DA CHÁCARA DO DESENGANO S.A., EM
LEOPOLDINA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-08-07,000149504,PL. 768 1980 - PROJETO DE LEI,NA,DELIBERAÇÃO DE PLENÁRIO,NA,LEI 8000 1981 - LEI ORDINÁRIA,19980101,NA,Carga,1980-08-04,"list(passo = 1, data = ""1980-08-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 14 8 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 17 6 1981 COM EMENDA\nEMENDA PUBLICADA NO DL EM 3 12 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 7 1981\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 7 1981\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 28 11 1980\nECONOMIA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NUNES COELHO\nPUBLICAÇÃO: 28 11 1980\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. CARLOS LEMOS\nPUBLICAÇÃO: 28 11 1980\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nPARECER SOBRE EMENDA\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 19 5 1981\nECONOMIA\nSEGUNDA DISCUSSÃO\nPARECER SOBRE EMENDA\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 19 5 1981\nFINANÇAS\nSEGUNDA DISCUSSÃO\nPARECER SOBRE EMENDA\nRELATOR: DEP. PAULO FERRAZ\nPUBLICAÇÃO: 19 5 1981\nFINANÇAS\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 27 6 1981\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 7 7 1981\nSANCIONADO\nPUBLICAÇÃO DA LEI: 21 7 1981"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 231 1980"")",NA,NA,/legislacao/mineira/LEI/8000/1981,LEI 8000 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,767,1980,GOVERNADOR DO ESTADO,"DISPÕE SOBRE A ESTRUTURA ORGÂNICA DA PENITENCIÁRIA REGIONAL DE TEÓFILO
OTÔNI E DÁ OUTRAS PROVIDÊNCIAS.","ORGANIZAÇÃO ADMINISTRATIVA, PENITENCIÁRIA, MUNICÍPIO, TEÓFILO OTÔNI.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-08-07,000149505,PL. 767 1980 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"EXECUTIVO
ORGANIZAÇÃO ADMINISTRATIVA
SEGURANÇA PÚBLICA",LEI 7790 1980 - LEI ORDINÁRIA,20151124,1633,malves,1980-08-04,"list(passo = 1, data = ""1980-08-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 29 8 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 3 9 1980\nCOMISSÕES:\nJUSTIÇA, SERVIÇO PÚBLICO E FINANÇAS (REUNIÃO CONJUNTA)\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 26 8 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 5 9 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 27 9 1980"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 230 1980"")","ADMINISTRAÇÃO PÚBLICA
SEGURANÇA PÚBLICA",NA,/legislacao/mineira/LEI/7790/1980,LEI 7790 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,766,1980,GOVERNADOR DO ESTADO,"ACRESCENTA CARGOS A CLASSES PREVISTAS NO ANEXO DO DECRETO 19781, DE 16 2
1979, QUE DISPÕE SOBRE O QUADRO AUXILIAR DA JUSTIÇA DE PRIMEIRA
INSTÂNCIA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-08-07,000149506,PL. 766 1980 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,"JUDICIÁRIO
PESSOAL",LEI 7839 1980 - LEI ORDINÁRIA,20131016,1533,rosanacf,1980-08-04,"list(passo = 1, data = ""1980-08-04"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO:\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 9 10 1980, COM EMENDA\nEMENDA PUBLICADA NO DL EM 15 8 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 9 10 1980\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 2 10 1980\nSERVIÇO PÚBLICO\nDISCUSSÃO ÚNICA\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 2 10 1980\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 2 10 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 11 10 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 1 11 1980"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 229 1980"")",ADMINISTRAÇÃO PÚBLICA,NA,/legislacao/mineira/LEI/7839/1980,LEI 7839 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,765,1980,DEPUTADO RUFINO NETO                       MDB,"DECLARA DE UTILIDADE PÚBLICA A LIGA ESPORTIVA PITANGUIENSE, COM SEDE EM
PITANGUI.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, PITANGUI.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-08-05,000149507,PL. 765 1980 - PROJETO DE LEI,1935,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7816 1980 - LEI ORDINÁRIA,20120202,1536,rosanacf,1980-08-01,"list(passo = 1, data = ""1980-08-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 8 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 3 9 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 9 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 9 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 22 8 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. GERALDO DA COSTA PEREIRA\nPUBLICAÇÃO: 9 9 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EURÍPEDES CRAIDE\nPUBLICAÇÃO: 23 9 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 10 1980"")",list(),list(),N,"list(id = 1935, nome = ""DEPUTADO RUFINO NETO"", partido = ""MDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7816/1980,LEI 7816 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,764,1980,DEPUTADO RUFINO NETO                       MDB,"DECLARA DE UTILIDADE PÚBLICA O LIONS CLUBE SANTA BÁRBARA, COM SEDE EM
SANTA BÁRBARA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SANTA BÁRBARA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1980-08-05,000149508,PL. 764 1980 - PROJETO DE LEI,1935,NA,UTILIDADE PÚBLICA,NA,20120202,1537,rosanacf,1980-08-01,"list(passo = 1, data = ""1980-08-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 8 1980\nARQUIVADO, FINAL DE LEGISLATURA."")",list(),list(),N,"list(id = 1935, nome = ""DEPUTADO RUFINO NETO"", partido = ""MDB"")",ARQUIVO,19830131,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,763,1980,DEPUTADO RUFINO NETO                       MDB,"AUTORIZA O PODER EXECUTIVO A ALTERAR DISPOSITIVO DA LEI 6433, DE 3 10
1974, SOBRE A LOTERIA DO ESTADO DE MINAS GERAIS. (INCLUI O FUTEBOL
AMADOR
COMO BENEFICIÁRIO DO LUCRO LÍQUIDO DA LOTERIA ESTADUAL).","ALTERAÇÃO, NORMAS, DISTRIBUIÇÃO, RENDA LÍQUIDA, LOTERIA DO ESTADO DE
MINAS GERAIS (LEMG).",TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1980-08-03,000149509,PL. 763 1980 - PROJETO DE LEI,1935,DELIBERAÇÃO DE PLENÁRIO,"ESPORTE E LAZER
LOTERIA DO ESTADO DE MINAS GERAIS (LEMG)",LEI 7857 1980 - LEI ORDINÁRIA,20170315,1244,zigoni,1980-08-01,"list(passo = 1, data = ""1980-08-01"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 13 8 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 1 10 1980, COM EMENDA\nEMENDA PUBLICADA NO DL EM 21 10 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 10 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 22 10 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 26 9 1980\nEDUCAÇÃO\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 26 9 1980\nFINANÇAS\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 26 9 1980\nEDUCAÇÃO\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 11 10 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. CYRO MACIEL\nPUBLICAÇÃO: 30 10 1980\nVETADO PARCIALMENTE\nPUBLICAÇÃO DA LEI: 18 11 1980\nMANTIDO O VETO"")",list(),list(),N,"list(id = 1935, nome = ""DEPUTADO RUFINO NETO"", partido = ""MDB"")",NA,NA,NULL,"ADMINISTRAÇÃO PÚBLICA
ESPORTE E LAZER",NA,/legislacao/mineira/LEI/7857/1980,LEI 7857 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,762,1980,GOVERNADOR DO ESTADO,"AUTORIZA A ABERTURA À JUSTIÇA DE PRIMEIRA INSTÂNCIA  DO
CRÉDITO ESPECIAL DE CR$ 17.515.410,00 PARA PAGAMENTO DE
VENCIMENTOS E VANTAGENS A JUÍZES DE DIREITO.","ABERTURA, CRÉDITO ESPECIAL, JUDICIÁRIO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-07-09,000149510,PL. 762 1980 - PROJETO DE LEI,,DELIBERAÇÃO DE PLENÁRIO,CRÉDITO,LEI 7886 1980 - LEI ORDINÁRIA,20101209,1846,m17461,1980-07-02,"list(passo = 1, data = ""1980-07-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nDISCUSSÃO ÚNICA\nAPROVAÇÃO: 26 11 1980, COM EMENDA\nEMENDAS PUBLICADAS NO DL EM 6 8 1980 E 4 9 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 27 11 1980\nCOMISSÕES:\nJUSTIÇA\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 9 9 1980\nSERVIÇO PÚBLICO\nDISCUSSÃO ÚNICA\nRELATOR: DEP. EURÍPEDES CRAIDE\nPUBLICAÇÃO: 9 9 1980\nFINANÇAS\nDISCUSSÃO ÚNICA\nRELATOR: DEP. GERALDO DA COSTA PEREIRA\nPUBLICAÇÃO: 9 9 1980\nSERVIÇO PÚBLICO\nDISCUSSÃO ÚNICA\nPARECER SOBRE EMENDAS\nRELATOR: DEP. HIDELBRANDO CANABRAVA\nPUBLICAÇÃO: NÃO CONSTA\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. JOSÉ BONIFÁCIO FILHO\nPUBLICAÇÃO: 29 11 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 12 12 1980"")",list(),list(),N,NULL,NA,NA,"list(descricao = ""MSG 227 1980"")",NA,NA,/legislacao/mineira/LEI/7886/1980,LEI 7886 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,757,1980,DEPUTADO JUAREZ HOSKEN                     PMDB,"DÁ A DENOMINAÇÃO DE ESCOLA ESTADUAL FIRMINO BRUM À ESCOLA ESTADUAL DE
CÓRREGO DOS BRUNS, MUNICÍPIO DE DIVINO.","DENOMINAÇÃO, ESTABELECIMENTO DE ENSINO, MUNICÍPIO, DIVINO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-07-05,000149516,PL. 757 1980 - PROJETO DE LEI,2041,NA,"PRÓPRIO PÚBLICO
ESTABELECIMENTO DE ENSINO",LEI 7876 1980 - LEI ORDINÁRIA,20120508,1531,rosanacf,1980-07-03,"list(passo = 1, data = ""1980-07-03"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 30 10 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 10 11 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 14 11 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 29 10 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 6 11 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 18 11 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 3 12 1980"")",list(),list(),N,"list(id = 2041, nome = ""DEPUTADO JUAREZ HOSKEN"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7876/1980,LEI 7876 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,756,1980,DEPUTADO KEMIL KUMAIRA                     PSDB,"DECLARA DE UTILIDADE PÚBLICA O CÍRCULO DOS TRABALHADORES CRISTÃOS DE
TEÓFILO OTÔNI, COM SEDE EM TEÓFILO OTÔNI.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, TEÓFILO OTÔNI.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-07-04,000149517,PL. 756 1980 - PROJETO DE LEI,1695,NA,UTILIDADE PÚBLICA,LEI 7821 1980 - LEI ORDINÁRIA,20120202,1538,rosanacf,1980-07-02,"list(passo = 1, data = ""1980-07-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 3 9 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 9 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 9 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 8  8 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 9 9 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EURÍPEDES CRAIDE\nPUBLICAÇÃO: 23 9 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 10 1980"")",list(),list(),N,"list(id = 1695, nome = ""DEPUTADO KEMIL KUMAIRA"", partido = ""PSDB"")",NA,NA,"list(descricao = ""PL. 1442 1977"")",NA,NA,/legislacao/mineira/LEI/7821/1980,LEI 7821 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,755,1980,DEPUTADO CARLOS LEMOS                      ARENA,"DENOMINA DE DESEMBARGADOR EUSTÁQUIO DA CUNHA PEIXOTO O FÓRUM DA
COMARCA DE IBIÁ.","DENOMINAÇÃO, FÓRUM, COMARCA DE IBIÁ.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-07-04,000149518,PL. 755 1980 - PROJETO DE LEI,1744,NA,PRÓPRIO PÚBLICO,LEI 7814 1980 - LEI ORDINÁRIA,20120508,1532,rosanacf,1980-07-02,"list(passo = 1, data = ""1980-07-02"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 3 9 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 16 9 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 9 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. NARCISO MICHELLI\nPUBLICAÇÃO: 22 8 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 9 9 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EURÍPEDES CRAIDE\nPUBLICAÇÃO: 23 9 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 10 1980"")",list(),list(),N,"list(id = 1744, nome = ""DEPUTADO CARLOS LEMOS"", partido = ""ARENA"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7814/1980,LEI 7814 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,754,1980,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DENOMINA DE FÓRUM EURICO DE SALES VIANA O PRÉDIO ONDE FUNCIONARÁ
O FÓRUM DE MATOZINHOS.","DENOMINAÇÃO, FÓRUM, COMARCA DE MATOZINHOS.",REJEITADO,RJTDO,PROPOSIÇÕES REJEITADAS,MRJTD,1980-07-01,000149519,PL. 754 1980 - PROJETO DE LEI,2052,NA,PRÓPRIO PÚBLICO,NA,20120508,1533,rosanacf,1980-06-27,"list(passo = 1, data = ""1980-06-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. LEÃO BORGES\nPUBLICAÇÃO: 26 8 1980\nARQUIVADO NOS TERMOS DO ART. 190 DO RI."")",list(),list(),N,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,753,1980,DEPUTADO SÉRGIO EMÍLIO                     PMDB,"DECLARA DE UTILIDADE PÚBLICA A CORPORAÇÃO MUSICAL SANTA CECÍLIA, DE
BALDIM.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BALDIM.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-07-01,000149520,PL. 753 1980 - PROJETO DE LEI,2052,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7908 1981 - LEI ORDINÁRIA,20120202,1539,rosanacf,1980-06-27,"list(passo = 1, data = ""1980-06-27"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 28 11 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 5 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 5 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. EUCLIDES CINTRA\nPUBLICAÇÃO: 13 11 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ROBERTO JUNQUEIRA\nPUBLICAÇÃO: 3 12 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. DOMINGOS LANNA\nPUBLICAÇÃO: 12 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 9 1 1981"")",list(),list(),N,"list(id = 2052, nome = ""DEPUTADO SÉRGIO EMÍLIO"", partido = ""PMDB"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7908/1981,LEI 7908 1981 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,751,1980,DEPUTADO ROBERTO LUIZ SOARES               PDS,"DECLARA DE UTILIDADE PÚBLICA O LAR ESPÍRITA MARIA LOBATO DE
FREITAS, DE UBERLÂNDIA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, UBERLÂNDIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-06-27,000149523,PL. 751 1980 - PROJETO DE LEI,2115,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7818 1980 - LEI ORDINÁRIA,20120202,1539,rosanacf,1980-06-25,"list(passo = 1, data = ""1980-06-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 3 9 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 17 9 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 24 9 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 8 8 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. MÁRIO PACHECO\nPUBLICAÇÃO: 9 9 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EURÍPEDES CRAIDE\nPUBLICAÇÃO: 23 9 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 14 10 1980"")",list(),list(),N,"list(id = 2115, nome = ""DEPUTADO ROBERTO LUIZ SOARES"", partido = ""PDS"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7818/1980,LEI 7818 1980 - LEI ORDINÁRIA
Remissivo,PROJETO DE LEI,PL,750,1980,DEPUTADO RUY DA COSTA VAL                  ARENA,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE BENEFICENTE DAS VILAS
REUNIDAS, COM SEDE EM BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1980-06-27,000149524,PL. 750 1980 - PROJETO DE LEI,1466,DELIBERAÇÃO DE PLENÁRIO,UTILIDADE PÚBLICA,LEI 7903 1980 - LEI ORDINÁRIA,20120202,1540,rosanacf,1980-06-25,"list(passo = 1, data = ""1980-06-25"", local = ""PLENÁRIO"", historico = ""HISTÓRICO DA TRAMITAÇÃO\nPLENÁRIO:\nPRIMEIRA DISCUSSÃO\nAPROVAÇÃO: 5 7 1980\nSEGUNDA DISCUSSÃO\nAPROVAÇÃO: 27 11 1980\nTERCEIRA DISCUSSÃO\nAPROVAÇÃO: 1 12 1980\nREDAÇÃO FINAL\nAPROVAÇÃO: 2 12 1980\nCOMISSÕES:\nJUSTIÇA\nSEGUNDA DISCUSSÃO\nRELATOR: DEP. MENDES BARROS\nPUBLICAÇÃO: 13 11 1980\nJUSTIÇA\nTERCEIRA DISCUSSÃO\nRELATOR: DEP. ADEMIR LUCAS\nPUBLICAÇÃO: 29 11 1980\nREDAÇÃO\nREDAÇÃO FINAL\nRELATOR: DEP. EMÍLIO HADDAD\nPUBLICAÇÃO: 4 12 1980\nSANCIONADO\nPUBLICAÇÃO DA LEI: 6 1 1980"")",list(),list(),N,"list(id = 1466, nome = ""DEPUTADO RUY DA COSTA VAL"", partido = ""ARENA"")",NA,NA,NULL,NA,NA,/legislacao/mineira/LEI/7903/1980,LEI 7903 1980 - LEI ORDINÁRIA
