scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S0325-75412011000200008,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,case-report,2010,2011,2011,2011,Biological Sciences
S0327-93832008000200022,0327-9383,0327-9383;1666-0536,Mastozoología neotropical,brief-report,NA,NA,2008,2011,Biological Sciences
S1851-16862006000100032,1851-1686,1851-1686,Anuario de investigaciones,research-article,2005,2006,2006,2011,Human Sciences
S1851-16942007000200006,1851-1694,1851-1694,Avá,research-article,2006,2007,2007,2011,Applied Social Sciences
S1850-37482011000200001,1850-3748,1850-3748,Revista argentina de cardiología,editorial,NA,NA,2011,2011,Health Sciences
S1851-75872009000100001,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,2008,2008,2009,2011,Engineering
S1853-31752011000100005,1853-3175,1853-3175,Cuyo,research-article,NA,NA,2011,2011,Human Sciences
S1853-001X2011000200011,1853-001X,1853-001X,Mora (Buenos Aires),brief-report,NA,NA,2011,2011,Applied Social Sciences;Human Sciences
S1851-23722005000100008,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,2005,2005,2005,2011,Biological Sciences
S0002-70142010000100001,0002-7014,0002-7014;1851-8044,Ameghiniana,research-article,2009,2009,2010,2012,Exact and Earth Sciences
S0325-00752012000100021,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,brief-report,NA,NA,2012,2012,Health Sciences
S1852-57682011000200001,1852-5768,1852-5768,Cuadernos de herpetología,research-article,2011,2011,2011,2012,Biological Sciences
S0025-76802012000200022,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),letter,NA,NA,2012,2012,Health Sciences
S0524-97672012000100008,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,book-review,NA,NA,2012,2012,Human Sciences
S1852-85622012000100003,1852-8562,1852-8562,Población y sociedad,research-article,2011,2012,2012,2012,Applied Social Sciences;Human Sciences
S1668-34982011000200003,1668-3498,1668-3498,InVet,research-article,2011,2011,2011,2012,Biological Sciences
S1851-96282012000100001,1851-9628,1851-9628,Runa,research-article,2011,2012,2012,2012,Human Sciences
S1852-236X2011000100004,1852-236X,1852-236X,Revista americana de medicina respiratoria,research-article,2010,2011,2011,2012,Health Sciences
S1852-38622012000400001,1852-3862,1852-3862,Insuficiencia cardíaca,editorial,NA,NA,2012,2012,Health Sciences
S2314-15492011000200004,2314-1549,2314-1549;2314-1549,Revista de historia americana y argentina,research-article,2010,2010,2011,2013,Human Sciences
S1852-99922012000400011,1852-9992,1852-9992,Revista argentina de radiología,brief-report,NA,NA,2012,2013,Health Sciences
S1851-17322012000500009,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2012,2012,2012,2013,Applied Social Sciences
S1851-82652013000100001,1851-8265,1669-2381;1851-8265,Salud colectiva,editorial,NA,NA,2013,2013,Health Sciences
S1852-74342012000300003,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,research-article,2012,2012,2012,2013,Health Sciences
S1850-20672012000200011,1850-2067,1850-2067,Ciencia del suelo,research-article,2012,2012,2012,2013,Agricultural Sciences
S1851-82652013000200003,1851-8265,1669-2381;1851-8265,Salud colectiva,research-article,2013,2013,2013,2013,Health Sciences
S0325-00752013000500001,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,NA,NA,2013,2013,Health Sciences
S1853-35232013000100011,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2012,2012,2013,2013,"Applied Social Sciences;Linguistics, Letters and Arts"
S1853-70812013000200005,1853-7081,0326-9795;1853-7081,Sociedad y religión,research-article,2012,2013,2013,2013,Human Sciences
S1669-23142013000300006,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,rapid-communication,2013,2013,2013,2014,Agricultural Sciences
S1851-00272013000200004,1851-0027,1851-0027,Comechingonia,brief-report,2012,2013,2013,2014,Human Sciences
S1850-20672013000200006,1850-2067,1850-2067,Ciencia del suelo,research-article,2013,2013,2013,2014,Agricultural Sciences
S1850-373X2013000100008,1850-373X,1850-373X,Intersecciones en antropología,research-article,2011,2012,2013,2014,Human Sciences
S1851-16862011000100024,1851-1686,1851-1686,Anuario de investigaciones,research-article,2011,2011,2011,2014,Human Sciences
S0327-50942012000100015,0327-5094,0327-5094;1850-2628,Temas medievales,brief-report,NA,NA,2012,2014,"Human Sciences;Linguistics, Letters and Arts"
S0073-34072012000200002,0073-3407,0073-3407;1850-4884,El hornero,research-article,2011,2012,2012,2014,Biological Sciences
S0373-56802014000100005,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,2013,2014,2014,2014,Biological Sciences
S1995-77852013000100008,1995-7785,1995-7785,Propuesta educativa,research-article,2012,2012,2013,2014,Human Sciences
S1851-30182013000200006,1851-3018,1851-3018,Revista industrial y agrícola de Tucumán,research-article,NA,NA,2013,2014,Agricultural Sciences
S1852-48342014000200009,1852-4834,0326-4815;1852-4834,Acta Odontológica Latinoamericana,research-article,NA,NA,2014,2014,Health Sciences
S1851-300X2014000100008,1851-300X,1851-300X,Revista argentina de dermatología,review-article,2014,2014,2014,2015,Health Sciences
S0373-56802014000200008,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,2014,2014,2014,2015,Biological Sciences
S1668-80902014000200005,1668-8090,1668-8090,Andes,research-article,2012,2013,2014,2015,Human Sciences
S0328-97022014000100006,0328-9702,0328-9702,Praxis educativa,research-article,2013,2013,2014,2015,Human Sciences
S1851-00272014000200005,1851-0027,1851-0027,Comechingonia,research-article,NA,NA,2014,2015,Human Sciences
S1853-43922014000200001,1853-4392,1853-4392,Estudios Socioterritoriales,article-commentary,NA,NA,2014,2015,Human Sciences
S1853-86652015000100018,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,brief-report,2014,2014,2015,2015,Agricultural Sciences
S1851-46692015000100007,1851-4669,1851-4669,Anclajes,book-review,NA,NA,2015,2015,"Linguistics, Letters and Arts"
S1669-23142015000200012,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,research-article,2013,2015,2015,2015,Agricultural Sciences
S0004-48222014000300005,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,NA,NA,2014,2015,Exact and Earth Sciences
S1851-98142013000100005,1851-9814,1851-9814,Apuntes de investigación del CECYP,research-article,NA,NA,2013,2015,Applied Social Sciences
S1853-86652015000200016,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,brief-report,2015,2015,2015,2015,Agricultural Sciences
S0328-12052014000100010,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),book-review,NA,NA,2014,2015,"Human Sciences;Linguistics, Letters and Arts"
S1852-73102015000200011,1852-7310,1852-7310,Subjetividad y procesos cognitivos,research-article,2015,2015,2015,2016,Human Sciences
S1851-96282015000200002,1851-9628,1851-9628,Runa,research-article,NA,NA,2015,2016,Human Sciences
S0004-48222015000400007,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2014,2015,2015,2016,Exact and Earth Sciences
S0011-67932014000100010,0011-6793,0011-6793;1850-1699,"Darwiniana, nueva serie",research-article,2014,2014,2014,2016,Biological Sciences
S1852-99922016000200002,1852-9992,1852-9992,Revista argentina de radiología,research-article,2015,2016,2016,2016,Health Sciences
S1851-37272013000100002,1851-3727,1851-3727,Documentos y aportes en administración pública y gestión estatal,research-article,NA,NA,2013,2016,Applied Social Sciences
S1851-16862014000100020,1851-1686,1851-1686,Anuario de investigaciones,research-article,2014,2014,2014,2016,Human Sciences
S1666-77192015000200012,1666-7719,1666-7719;2346-9129,Fave. Sección ciencias agrarias,research-article,NA,NA,2015,2016,Agricultural Sciences
S1852-48262015000200022,1852-4826,1852-060X;1852-4826,Revista del Museo de Antropología,research-article,2014,2015,2015,2016,Human Sciences
S1514-79912017000100004,1514-7991,1514-7991,Revista argentina de antropología biológica,research-article,NA,NA,2017,2017,Biological Sciences
S1850-11682015000200006,1850-1168,0327-358X;1850-1168,Anales (Asociación Física Argentina),research-article,2014,2015,2015,2017,Exact and Earth Sciences
S1851-98142016000200012,1851-9814,1851-9814,Apuntes de investigación del CECYP,research-article,NA,NA,2016,2017,Applied Social Sciences
S1853-17842016000200015,1853-1784,1853-1784,Revista de historia del derecho,book-review,NA,NA,2016,2017,Applied Social Sciences
S1850-00132015000400012,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,brief-report,NA,NA,2015,2017,Human Sciences
S0325-75412017000100006,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,research-article,2016,2016,2017,2017,Biological Sciences
S1668-80902016000200005,1668-8090,1668-8090,Andes,research-article,2016,2016,2016,2017,Human Sciences
S1667-782X2016000200001,1667-782X,1667-782X,Ecología austral,research-article,2015,2016,2016,2017,Biological Sciences
S2362-20242015000100013,2362-2024,2362-2024,Anales del Instituto de Arte Americano e Investigaciones Estéticas. Mario J. Buschiazzo,book-review,NA,NA,2015,2017,Human Sciences
S0524-97672017000100005,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,research-article,2015,2016,2017,2017,Human Sciences
S0373-56802016000200003,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,NA,NA,2016,2017,Biological Sciences
S1852-42222012000200004,1852-4222,1852-4418;1852-4222,SaberEs,brief-report,NA,NA,2012,2017,Applied Social Sciences
S1853-04002017000100005,1853-0400,1853-0400,Revista del Museo Argentino de Ciencias Naturales,research-article,NA,NA,2017,2017,Biological Sciences;Exact and Earth Sciences
S1853-35232018000400002,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,NA,NA,2018,2017,"Applied Social Sciences;Linguistics, Letters and Arts"
S2469-09612017000200004,2469-0961,2469-0961,Estudios de historia de España,book-review,NA,NA,2017,2018,Human Sciences
S0073-34072016000100008,0073-3407,0073-3407;1850-4884,El hornero,review-article,NA,NA,2016,2018,Biological Sciences
S1850-468X2017000200001,1850-468X,1850-468X,Meteorologica,research-article,2015,2016,2017,2018,Exact and Earth Sciences
S1851-28792017000300001,1851-2879,1851-2879,Quinto sol,editorial,NA,NA,2017,2018,Human Sciences
S1668-81042014000100005,1668-8104,1668-8104,Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy,research-article,NA,NA,2014,2018,Applied Social Sciences;Human Sciences
S1851-23722018000100004,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,NA,NA,2018,2018,Biological Sciences
S1851-17322018000200005,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2017,2017,2018,2018,Applied Social Sciences
S1850-37482015000500002,1850-3748,1850-3748,Revista argentina de cardiología,editorial,NA,NA,2015,2018,Health Sciences
S1851-88932017000100009,1851-8893,1851-8893,Orientación y sociedad,research-article,2017,2017,2017,2018,Human Sciences
S1851-17162018000100001,1851-1716,1851-1716,"Ciencia, docencia y tecnología",research-article,2017,2018,2018,2018,Human Sciences
S1850-37482016000500015,1850-3748,1850-3748,Revista argentina de cardiología,abstract,NA,NA,2016,2018,Health Sciences
S1850-37482017000200019,1850-3748,1850-3748,Revista argentina de cardiología,research-article,NA,NA,2017,2018,Health Sciences
S1852-73292000000200005,1852-7329,1852-7329,Multequina,research-article,2000,2000,2000,2018,Agricultural Sciences;Biological Sciences
S2314-27662016000100016,2314-2766,2314-2766,Relaciones internacionales,research-article,NA,NA,2016,2018,Human Sciences
S1851-75872018000200002,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,NA,NA,2018,2018,Engineering
S0025-76802018000800008,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),case-report,2018,2018,2018,2019,Health Sciences
S0325-00752019000100016,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,case-report,2017,2018,2019,2019,Health Sciences
S1851-31232018000100007,1851-3123,1851-3123,Revista Pilquen,book-review,NA,NA,2018,2019,"Applied Social Sciences;Linguistics, Letters and Arts"
S1851-16862015000200040,1851-1686,1851-1686,Anuario de investigaciones,research-article,2015,2015,2015,2019,Human Sciences
S1852-74342019000100009,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,case-report,2017,2018,2019,2019,Health Sciences
S1853-001X2018000100006,1853-001X,1853-001X,Mora (Buenos Aires),undefined,NA,NA,2018,2019,Applied Social Sciences;Human Sciences
S1851-300X2018000400008,1851-300X,1851-300X,Revista argentina de dermatología,research-article,NA,NA,2018,2019,Health Sciences
S1852-38622019000100010,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,2018,2019,2019,2019,Health Sciences
S1851-88932018000100010,1851-8893,1851-8893,Orientación y sociedad,research-article,NA,NA,2018,2019,Human Sciences
S1668-80902019000100008,1668-8090,1668-8090,Andes,research-article,2017,2018,2019,2019,Human Sciences
S1852-85622019000100002,1852-8562,1852-8562,Población y sociedad,research-article,2018,2019,2019,2019,Applied Social Sciences;Human Sciences
S0025-76802019000800009,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2019,2019,2019,2019,Health Sciences
S2422-65802019000200009,2422-6580,1514-3899;2422-6580,Avances del Cesor,research-article,2019,2019,2019,2020,Applied Social Sciences
S1668-70272019000100020,1668-7027,1668-7027,Interdisciplinaria,brief-report,NA,NA,2019,2020,Human Sciences
S1853-35232019000300109,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2017,2018,2019,2020,"Applied Social Sciences;Linguistics, Letters and Arts"
S0325-29572019000400013,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,research-article,2019,2019,2019,2020,Biological Sciences;Health Sciences
S0325-29572020000200006,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,research-article,2019,2020,2020,2020,Biological Sciences;Health Sciences
S1851-96012019000200130,1851-9601,1851-9601,Postdata,book-review,NA,NA,2019,2020,Human Sciences
S1853-19702020000100088,1853-1970,1853-1970,Revista SAAP,book-review,NA,NA,2020,2020,Applied Social Sciences
S1852-99922020000100039,1852-9992,1852-9992,Revista argentina de radiología,case-report,2018,2020,2020,2020,Health Sciences
S1995-77852019000100005,1995-7785,1995-7785,Propuesta educativa,research-article,NA,NA,2019,2020,Human Sciences
S1669-23142019000300454,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,research-article,NA,NA,2019,2020,Agricultural Sciences
S1853-86652020000200020,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2019,2020,2020,2020,Agricultural Sciences
S0373-56802020000400015,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,NA,NA,2020,2021,Biological Sciences
S1853-35232020000200075,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2019,2019,2020,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-48262020000200035,1852-4826,1852-060X;1852-4826,Revista del Museo de Antropología,research-article,2020,2020,2020,2021,Human Sciences
S1850-37482020000200164,1850-3748,1850-3748,Revista argentina de cardiología,rapid-communication,NA,NA,2020,2021,Health Sciences
S1853-35232020001000229,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2017,2018,2020,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-16062020000200108,1852-1606,1852-1606,Sociohistórica,research-article,2019,2020,2020,2021,Human Sciences
S2314-27072020000200009,2314-2707,2314-2707,Travesía (San Miguel de Tucumán),book-review,NA,NA,2020,2021,Human Sciences
S0328-12052018000200037,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),research-article,NA,NA,2018,2021,"Human Sciences;Linguistics, Letters and Arts"
S1852-74342020000300299,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,research-article,2020,2020,2020,2021,Health Sciences
S1853-35232021000100107,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2018,2019,2021,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1850-275X2021000200099,1850-275X,1850-275X,Cuadernos de antropología social,research-article,2020,2021,2021,2021,Human Sciences
S0250-54602007000100007,0250-5460,0250-5460,Revista Boliviana de Química,research-article,NA,NA,2007,2008,Biological Sciences;Exact and Earth Sciences
S1024-06752003000100002,1024-0675,1024-0675,Revista de la Sociedad Boliviana de Pediatría,article-commentary,NA,NA,2003,2009,Health Sciences
S1652-67762007000100018,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2007,2011,Biological Sciences;Health Sciences
S1012-29662009000200010,1012-2966,1012-2966,Gaceta Médica Boliviana,case-report,2009,2009,2009,2011,Health Sciences
S1990-74512010000300004,1990-7451,1990-7451,Tinkazos,research-article,2006,2006,2010,2011,Applied Social Sciences
S2077-33232007000200007,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2007,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S2077-33232004000100004,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2004,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1817-74332009000200022,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,undefined,NA,NA,2009,2013,Health Sciences
S1024-06752012000300009,1024-0675,1024-0675,Revista de la Sociedad Boliviana de Pediatría,research-article,NA,NA,2012,2013,Health Sciences
S2077-33232013000200011,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2013,2014,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1726-89582014000100016,1726-8958,1726-8958,Revista Médica La Paz,news,NA,NA,2014,2014,Health Sciences
S1726-89582014000200008,1726-8958,1726-8958,Revista Médica La Paz,case-report,NA,NA,2014,2015,Health Sciences
S1997-40432014000100001,1997-4043,1997-4043,Revista Integra Educativa,research-article,NA,NA,2014,2015,Applied Social Sciences;Exact and Earth Sciences
S1652-67762014000200013,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2014,2015,Biological Sciences;Health Sciences
S2077-21612014000100003,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2013,2014,2014,2015,Applied Social Sciences
S2077-21612016000100001,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2015,2016,2016,2016,Applied Social Sciences
S2072-92942016000200001,2072-9294,2072-9294,Journal of the Selva Andina Research Society,editorial,NA,NA,2016,2016,Agricultural Sciences;Biological Sciences
S2518-44312016000200001,2518-4431,1814-6333;2518-4431,Investigación & Desarrollo,editorial,NA,NA,2016,2017,Engineering
S1652-67762017000100013,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,2016,2016,2017,2017,Biological Sciences;Health Sciences
S2077-21612018000100009,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2017,2018,2018,2018,Applied Social Sciences
S1817-74332018000100007,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,research-article,2017,2018,2018,2018,Health Sciences
S1562-38232017000100003,1562-3823,1562-3823,Revista Boliviana de Física,research-article,2017,2017,2017,2019,Exact and Earth Sciences
S2225-87872018000200007,2225-8787,2225-8787,"Revista Ciencia, Tecnología e Innovación",research-article,2018,2018,2018,2019,Applied Social Sciences
S0250-54602019000100005,0250-5460,0250-5460,Revista Boliviana de Química,research-article,2019,2019,2019,2019,Biological Sciences;Exact and Earth Sciences
S1683-07892006000100017,1683-0789,1683-0789,Acta Nova,research-article,NA,NA,2006,2020,Exact and Earth Sciences
S2409-16182020000100009,2409-1618,2409-1618,Revista de Investigación e Innovación Agropecuaria y de Recursos Naturales,research-article,2020,2020,2020,2020,Agricultural Sciences
S2074-47062020000200001,2074-4706,2074-4706,Revista Latinoamericana de Desarrollo Económico,editorial,NA,NA,2020,2020,Applied Social Sciences
S2616-79642020000400007,2616-7964,L:2616-7964;2616-7964,Horizontes Revista de Investigación en Ciencias de la Educación,research-article,2020,2020,2020,2021,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1652-67762021000100004,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,2020,2021,2021,2021,Biological Sciences;Health Sciences
S0100-879X1998000400011,0100-879X,0100-879X;1414-431X,Brazilian Journal of Medical and Biological Research,research-article,1997,1998,1998,1998,Biological Sciences;Health Sciences
S0074-02761998000200016,0074-0276,0074-0276;1678-8060,Memórias do Instituto Oswaldo Cruz,research-article,1997,1997,1998,1998,Biological Sciences;Health Sciences
S0074-02761997000100014,0074-0276,0074-0276;1678-8060,Memórias do Instituto Oswaldo Cruz,undefined,1996,1996,1997,1998,Biological Sciences;Health Sciences
S0102-86501998000300008,0102-8650,0102-8650;1678-2674,Acta Cirúrgica Brasileira,research-article,1998,1998,1998,1998,Health Sciences
S0100-879X1999000100008,0100-879X,0100-879X;1414-431X,Brazilian Journal of Medical and Biological Research,rapid-communication,1998,1998,1999,1999,Biological Sciences;Health Sciences
S0103-90161998000200020,0103-9016,1678-992X,Scientia Agricola,research-article,1996,1997,1998,1999,Agricultural Sciences
S0036-46651998000500005,0036-4665,1678-9946,Revista do Instituto de Medicina Tropical de São Paulo,research-article,1997,1998,1998,1999,Biological Sciences;Health Sciences
S0102-01881998000200003,0102-0188,0102-0188;1806-9347,Revista Brasileira de História,research-article,NA,NA,1998,1999,Human Sciences
S0006-87051997000100005,0006-8705,0006-8705;1678-4499,Bragantia,research-article,1995,1997,1997,1999,Agricultural Sciences
S0103-97331998000400024,0103-9733,0103-9733;1678-4448,Brazilian Journal of Physics,research-article,1998,NA,1998,1999,Exact and Earth Sciences
S0103-97331999000200013,0103-9733,0103-9733;1678-4448,Brazilian Journal of Physics,research-article,1998,NA,1999,1999,Exact and Earth Sciences
S0103-06631999000300002,0103-0663,0103-0663,Revista de Odontologia da Universidade de São Paulo,research-article,1998,1999,1999,1999,Health Sciences
S0102-86501999000400004,0102-8650,0102-8650;1678-2674,Acta Cirúrgica Brasileira,research-article,1999,1999,1999,2000,Health Sciences
S0011-52581999000300006,0011-5258,0011-5258;1678-4588,Dados,research-article,1997,1999,1999,2000,Human Sciences
S0004-282X2000000100010,0004-282X,0004-282X;1678-4227,Arquivos de Neuro-Psiquiatria,research-article,NA,NA,2000,2000,Health Sciences
S0100-40421999000200005,0100-4042,0100-4042;1678-7064,Química Nova,research-article,1997,1998,1999,2000,Exact and Earth Sciences
