scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S1669-23142013000300012,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,research-article,2011,2013,2013,2014,Agricultural Sciences
S1851-23722013000300017,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,NA,NA,2013,2014,Biological Sciences
S1850-20672013000200007,1850-2067,1850-2067,Ciencia del suelo,research-article,2013,2013,2013,2014,Agricultural Sciences
S1850-373X2013000100013,1850-373X,1850-373X,Intersecciones en antropología,research-article,2011,2012,2013,2014,Human Sciences
S1851-16862011000100037,1851-1686,1851-1686,Anuario de investigaciones,research-article,2011,2011,2011,2014,Human Sciences
S1851-75872014000100009,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,2013,2013,2014,2014,Engineering
S0073-34072012000200009,0073-3407,0073-3407;1850-4884,El hornero,rapid-communication,2011,2012,2012,2014,Biological Sciences
S0004-48222014000100010,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,NA,NA,2014,2014,Exact and Earth Sciences
S1995-77852013000200006,1995-7785,1995-7785,Propuesta educativa,research-article,NA,NA,2013,2014,Human Sciences
S1851-30182013000200005,1851-3018,1851-3018,Revista industrial y agrícola de Tucumán,research-article,NA,NA,2013,2014,Agricultural Sciences
S1851-82652014000300004,1851-8265,1669-2381;1851-8265,Salud colectiva,research-article,2014,2014,2014,2014,Health Sciences
S1853-984X2014000100003,1853-984X,1853-984X,Temas y Debates,research-article,2013,2013,2014,2015,Applied Social Sciences
S0373-56802014000200014,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,brief-report,2014,2014,2014,2015,Biological Sciences
S1669-68402013000200004,1669-6840,1669-6840,Revista veterinaria,research-article,2013,2013,2013,2015,Agricultural Sciences;Engineering
S0328-97022014000100008,0328-9702,0328-9702,Praxis educativa,brief-report,NA,NA,2014,2015,Human Sciences
S1850-275X2014000200007,1850-275X,1850-275X,Cuadernos de antropología social,research-article,2014,2014,2014,2015,Human Sciences
S1852-38622015000100002,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,2015,2015,2015,2015,Health Sciences
S1853-86652015000100008,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2014,2015,2015,2015,Agricultural Sciences
S1851-87532015000100002,1851-8753,1851-8753;2362-4868,Scripta Mediaevalia,research-article,NA,NA,2015,2015,Human Sciences
S1851-96012015000100011,1851-9601,1851-9601,Postdata,book-review,NA,NA,2015,2015,Human Sciences
S0004-48222014000300013,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,NA,NA,2014,2015,Exact and Earth Sciences
S1851-28792015000200006,1851-2879,1851-2879,Quinto sol,book-review,NA,NA,2015,2015,Human Sciences
S1853-86652015000200013,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2014,2015,2015,2015,Agricultural Sciences
S0328-12052014000100001,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),editorial,NA,NA,2014,2015,"Human Sciences;Linguistics, Letters and Arts"
S1852-73102015000200005,1852-7310,1852-7310,Subjetividad y procesos cognitivos,research-article,2015,2015,2015,2016,Human Sciences
S1851-96282015000200006,1851-9628,1851-9628,Runa,research-article,2015,2015,2015,2016,Human Sciences
S0004-48222015000400012,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,NA,NA,2015,2016,Exact and Earth Sciences
S1852-85622016000100001,1852-8562,1852-8562,Población y sociedad,research-article,2015,2015,2016,2016,Applied Social Sciences;Human Sciences
S1851-87532016000100002,1851-8753,1851-8753;2362-4868,Scripta Mediaevalia,research-article,2015,2015,2016,2016,Human Sciences
S1851-37272014000200009,1851-3727,1851-3727,Documentos y aportes en administración pública y gestión estatal,book-review,NA,NA,2014,2016,Applied Social Sciences
S1667-782X2016000100010,1667-782X,1667-782X,Ecología austral,editorial,2015,2015,2016,2016,Biological Sciences
S1666-77192015000200007,1666-7719,1666-7719;2346-9129,Fave. Sección ciencias agrarias,research-article,NA,NA,2015,2016,Agricultural Sciences
S1852-48262015000200009,1852-4826,1852-060X;1852-4826,Revista del Museo de Antropología,research-article,2014,2015,2015,2016,Human Sciences
S1514-79912017000100002,1514-7991,1514-7991,Revista argentina de antropología biológica,research-article,NA,NA,2017,2017,Biological Sciences
S1851-37432016000200004,1851-3743,1851-3743,Acta toxicológica argentina,research-article,2015,2016,2016,2017,Biological Sciences
S1851-17322017000100011,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2016,2016,2017,2017,Applied Social Sciences
S1853-17842016000200003,1853-1784,1853-1784,Revista de historia del derecho,research-article,NA,NA,2016,2017,Applied Social Sciences
S1850-00132015000200011,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,research-article,NA,NA,2015,2017,Human Sciences
S0325-75412017000100001,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,editorial,NA,NA,2017,2017,Biological Sciences
S1852-73292016000200003,1852-7329,1852-7329,Multequina,brief-report,NA,NA,2016,2017,Agricultural Sciences;Biological Sciences
S1852-99922017000200009,1852-9992,1852-9992,Revista argentina de radiología,letter,NA,NA,2017,2017,Health Sciences
S2362-20242011000200003,2362-2024,2362-2024,Anales del Instituto de Arte Americano e Investigaciones Estéticas. Mario J. Buschiazzo,research-article,NA,NA,2011,2017,Human Sciences
S0524-97672017000100010,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,article-commentary,2016,2016,2017,2017,Human Sciences
S0373-56802016000200010,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,NA,NA,2016,2017,Biological Sciences
S1852-42222013000100001,1852-4222,1852-4418;1852-4222,SaberEs,research-article,2012,2012,2013,2017,Applied Social Sciences
S1853-35232016000300008,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,NA,NA,2016,2017,"Applied Social Sciences;Linguistics, Letters and Arts"
S1853-35232018000100010,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,NA,NA,2018,2017,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-85622017000200006,1852-8562,1852-8562,Población y sociedad,research-article,2016,2017,2017,2018,Applied Social Sciences;Human Sciences
S0325-82382017000200004,0325-8238,0325-8238;2525-1627,Folia Histórica del Nordeste,research-article,2017,2017,2017,2018,Applied Social Sciences;Human Sciences
S1666-94792016000200002,1666-9479,1666-9479,Serie correlación geológica,research-article,NA,NA,2016,2018,Exact and Earth Sciences
S1852-04992017000100005,1852-0499,1852-0499,Prismas,research-article,NA,NA,2017,2018,Human Sciences
S1668-81042016000100010,1668-8104,1668-8104,Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy,research-article,NA,NA,2016,2018,Applied Social Sciences;Human Sciences
S1852-38622018000100005,1852-3862,1852-3862,Insuficiencia cardíaca,review-article,2017,2017,2018,2018,Health Sciences
S1669-68402017000200011,1669-6840,1669-6840,Revista veterinaria,research-article,2016,2017,2017,2018,Agricultural Sciences;Engineering
S1850-37482015000200012,1850-3748,1850-3748,Revista argentina de cardiología,rapid-communication,2014,2014,2015,2018,Health Sciences
S0327-07932013000300008,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2012,2012,2013,2018,Exact and Earth Sciences
S2545-77562018000100002,2545-7756,0327-5744;2545-7756,Estudios del trabajo,research-article,2018,2018,2018,2018,Human Sciences
S2314-25612018000100001,2314-2561,2314-2561,Educación Física y Ciencia,research-article,2017,2017,2018,2018,Human Sciences
S1850-37482017000200015,1850-3748,1850-3748,Revista argentina de cardiología,research-article,NA,NA,2017,2018,Health Sciences
S2313-92772017000200006,2313-9277,2313-9277,Historia de la educación - anuario,research-article,NA,NA,2017,2018,Human Sciences
S1850-00132018000200009,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,research-article,NA,NA,2018,2018,Human Sciences
S1852-38622018000400005,1852-3862,1852-3862,Insuficiencia cardíaca,case-report,2018,2018,2018,2018,Health Sciences
S0025-76802018000800001,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2018,2018,2018,2019,Health Sciences
S1853-84602018000200004,1853-8460,0524-0476;1853-8460,Bonplandia,research-article,2018,2018,2018,2019,Exact and Earth Sciences
S1851-31232017000400009,1851-3123,1851-3123,Revista Pilquen,book-review,NA,NA,2017,2019,"Applied Social Sciences;Linguistics, Letters and Arts"
S1851-16862016000100018,1851-1686,1851-1686,Anuario de investigaciones,research-article,2016,2016,2016,2019,Human Sciences
S1852-62332018000300003,1852-6233,1852-6233,BAG. Journal of basic and applied genetics,brief-report,NA,NA,2018,2019,Biological Sciences;Health Sciences
S1853-001X2018000100007,1853-001X,1853-001X,Mora (Buenos Aires),undefined,NA,NA,2018,2019,Applied Social Sciences;Human Sciences
S1852-73372018000400009,1852-7337,1852-7337,Diaeta,editorial,NA,NA,2018,2019,Health Sciences
S1853-84602019000100043,1853-8460,0524-0476;1853-8460,Bonplandia,research-article,2017,2018,2019,2019,Exact and Earth Sciences
S2314-27072019000100006,2314-2707,2314-2707,Travesía (San Miguel de Tucumán),research-article,2018,2019,2019,2019,Human Sciences
S2346-85482015000100007,2346-8548,2346-8548,"Revista de nefrologia, dialisis y trasplante",case-report,NA,NA,2015,2019,Health Sciences
S2545-77562019000100005,2545-7756,0327-5744;2545-7756,Estudios del trabajo,research-article,2018,2019,2019,2019,Human Sciences
S0025-76802019000800021,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),brief-report,NA,NA,2019,2019,Health Sciences
S1666-77192019000200002,1666-7719,1666-7719;2346-9129,Fave. Sección ciencias agrarias,research-article,2019,2019,2019,2020,Agricultural Sciences
S1668-70272019000200039,1668-7027,1668-7027,Interdisciplinaria,research-article,2017,2019,2019,2020,Human Sciences
S1853-35232019000100072,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2017,2017,2019,2020,"Applied Social Sciences;Linguistics, Letters and Arts"
S0325-29572019000400002,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,editorial,NA,NA,2019,2020,Biological Sciences;Health Sciences
S0325-29572020000200007,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,research-article,2019,2019,2020,2020,Biological Sciences;Health Sciences
S0328-97022020000100001,0328-9702,0328-9702,Praxis educativa,editorial,NA,NA,2020,2020,Human Sciences
S1853-19702018000100071,1853-1970,1853-1970,Revista SAAP,research-article,NA,NA,2018,2020,Applied Social Sciences
S1666-94792019000200001,1666-9479,1666-9479,Serie correlación geológica,research-article,NA,NA,2019,2020,Exact and Earth Sciences
S1852-48342020000200069,1852-4834,0326-4815;1852-4834,Acta Odontológica Latinoamericana,research-article,2020,2020,2020,2020,Health Sciences
S1669-23142019000200196,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,research-article,2018,2018,2019,2020,Agricultural Sciences
S1853-86652020000200005,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,brief-report,2019,2020,2020,2020,Agricultural Sciences
S1851-17322020000301012,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,NA,NA,2020,2021,Applied Social Sciences
S1853-35232020000500046,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2019,2019,2020,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-48262020000200033,1852-4826,1852-060X;1852-4826,Revista del Museo de Antropología,research-article,2019,2020,2020,2021,Human Sciences
S1850-37482020000400342,1850-3748,1850-3748,Revista argentina de cardiología,rapid-communication,NA,NA,2020,2021,Health Sciences
S1853-35232020000900151,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2018,2019,2020,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1850-275X2021000100021,1850-275X,1850-275X,Cuadernos de antropología social,research-article,NA,NA,2021,2021,Human Sciences
S1667-89902019000300524,1667-8990,1667-8682;1667-8990,Salud(i)Ciencia,research-article,2019,2019,2019,2019,Health Sciences
S0328-12052018000200039,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),research-article,NA,NA,2018,2021,"Human Sciences;Linguistics, Letters and Arts"
S1852-74342020000300270,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,research-article,2019,2019,2020,2021,Health Sciences
S1853-35232021000100090,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2018,2019,2021,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-42062019000100016,1852-4206,1852-4206,Revista Argentina de Ciencias del Comportamiento,research-article,2018,2019,2019,2019,Biological Sciences;Human Sciences
S0250-54602007000100013,0250-5460,0250-5460,Revista Boliviana de Química,research-article,NA,NA,2007,2008,Biological Sciences;Exact and Earth Sciences
S1024-06752005000200006,1024-0675,1024-0675,Revista de la Sociedad Boliviana de Pediatría,case-report,2008,NA,2005,2009,Health Sciences
S1652-67762007000100003,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2007,2011,Biological Sciences;Health Sciences
S1012-29662009000200007,1012-2966,1012-2966,Gaceta Médica Boliviana,research-article,2009,2009,2009,2011,Health Sciences
S1990-74512010000300007,1990-7451,1990-7451,Tinkazos,research-article,2005,2005,2010,2011,Applied Social Sciences
S2077-33232011000100008,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2011,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S2077-33232000000200010,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2000,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1817-74332009000100007,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,case-report,NA,NA,2009,2013,Health Sciences
S1562-38232013000100004,1562-3823,1562-3823,Revista Boliviana de Física,research-article,NA,NA,2013,2013,Exact and Earth Sciences
S2077-33232013000200015,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2013,2014,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1726-89582014000100010,1726-8958,1726-8958,Revista Médica La Paz,review-article,NA,NA,2014,2014,Health Sciences
S1726-89582014000200006,1726-8958,1726-8958,Revista Médica La Paz,research-article,2014,2014,2014,2015,Health Sciences
S1997-40432010000300001,1997-4043,1997-4043,Revista Integra Educativa,editorial,NA,NA,2010,2015,Applied Social Sciences;Exact and Earth Sciences
S1652-67762014000200007,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2014,2015,Biological Sciences;Health Sciences
S2077-21612014000200003,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2014,2014,2014,2015,Applied Social Sciences
S2077-21612016000100006,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2015,2016,2016,2016,Applied Social Sciences
S1815-02762016000100006,1815-0276,1815-0276,Punto Cero,research-article,NA,NA,2016,2016,Applied Social Sciences
S2306-86712016000200001,2306-8671,2306-8671,Revista Aportes de la Comunicación y la Cultura,editorial,NA,NA,2016,2017,Human Sciences
S1652-67762017000100002,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2017,2017,Biological Sciences;Health Sciences
S2409-16182017000200007,2409-1618,2409-1618,Revista de Investigación e Innovación Agropecuaria y de Recursos Naturales,research-article,2017,2017,2017,2018,Agricultural Sciences
S1817-74332018000100003,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,research-article,2017,2018,2018,2018,Health Sciences
S2409-16182018000300011,2409-1618,2409-1618,Revista de Investigación e Innovación Agropecuaria y de Recursos Naturales,research-article,NA,NA,2018,2019,Agricultural Sciences
S2071-081X2019000100009,2071-081X,2071-081X,Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia,research-article,2018,2019,2019,2019,Applied Social Sciences
S2306-86712019000100002,2306-8671,2306-8671,Revista Aportes de la Comunicación y la Cultura,research-article,2019,2019,2019,2019,Human Sciences
S1683-07892006000100016,1683-0789,1683-0789,Acta Nova,research-article,NA,NA,2006,2020,Exact and Earth Sciences
S2409-16182020000100002,2409-1618,2409-1618,Revista de Investigación e Innovación Agropecuaria y de Recursos Naturales,editorial,NA,NA,2020,2020,Agricultural Sciences
S2310-02652020000100005,2310-0265,2310-0265,Revista CON-CIENCIA,research-article,2020,2020,2020,2020,Biological Sciences;Health Sciences
S2616-79642020000400019,2616-7964,L:2616-7964;2616-7964,Horizontes Revista de Investigación en Ciencias de la Educación,research-article,2020,2020,2020,2021,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1652-67762021000100015,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2021,2021,Biological Sciences;Health Sciences
S0100-879X1998000500001,0100-879X,0100-879X;1414-431X,Brazilian Journal of Medical and Biological Research,research-article,1997,1997,1998,1998,Biological Sciences;Health Sciences
S0074-02761998000200011,0074-0276,0074-0276;1678-8060,Memórias do Instituto Oswaldo Cruz,research-article,1997,1997,1998,1998,Biological Sciences;Health Sciences
S0074-02761997000100015,0074-0276,0074-0276;1678-8060,Memórias do Instituto Oswaldo Cruz,undefined,1996,1996,1997,1998,Biological Sciences;Health Sciences
S0103-06631997000400010,0103-0663,0103-0663,Revista de Odontologia da Universidade de São Paulo,research-article,1997,1997,1997,1998,Health Sciences
S0100-879X1999000100013,0100-879X,0100-879X;1414-431X,Brazilian Journal of Medical and Biological Research,rapid-communication,1997,1998,1999,1999,Biological Sciences;Health Sciences
S0103-90161997000100002,0103-9016,1678-992X,Scientia Agricola,research-article,1995,1995,1997,1999,Agricultural Sciences
S0036-46651998000500015,0036-4665,1678-9946,Revista do Instituto de Medicina Tropical de São Paulo,research-article,1998,1998,1998,1999,Biological Sciences;Health Sciences
S0102-01881998000200011,0102-0188,0102-0188;1806-9347,Revista Brasileira de História,research-article,NA,NA,1998,1999,Human Sciences
S0100-879X1999000600004,0100-879X,0100-879X;1414-431X,Brazilian Journal of Medical and Biological Research,research-article,1998,1999,1999,1999,Biological Sciences;Health Sciences
S0103-97331998000400001,0103-9733,0103-9733;1678-4448,Brazilian Journal of Physics,editorial,NA,NA,1998,1999,Exact and Earth Sciences
S0103-97331999000200019,0103-9733,0103-9733;1678-4448,Brazilian Journal of Physics,research-article,1998,NA,1999,1999,Exact and Earth Sciences
S0103-06631999000200008,0103-0663,0103-0663,Revista de Odontologia da Universidade de São Paulo,research-article,1998,1999,1999,1999,Health Sciences
S0102-86501999000400010,0102-8650,0102-8650;1678-2674,Acta Cirúrgica Brasileira,research-article,1999,1999,1999,2000,Health Sciences
