scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S0002-70142006000200012,0002-7014,0002-7014;1851-8044,Ameghiniana,research-article,2004,2005,2006,2010,Exact and Earth Sciences
S1850-37482006000600015,1850-3748,1850-3748,Revista argentina de cardiología,letter,NA,NA,2006,2010,Health Sciences
S0073-34072008000100006,0073-3407,0073-3407;1850-4884,El hornero,rapid-communication,2007,2008,2008,2010,Biological Sciences
S1851-17322010000200002,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2009,2009,2010,2010,Applied Social Sciences
S1852-44782006000200005,1852-4478,1852-4478,Olivar,research-article,NA,NA,2006,2010,"Linguistics, Letters and Arts"
S0025-76802006000200018,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),editorial,NA,NA,2006,2010,Health Sciences
S1850-15322007000100006,1850-1532,1850-1532,Revista argentina de neurocirugía,brief-report,NA,NA,2007,2010,Health Sciences
S0325-00752009000200014,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,review-article,2008,2008,2009,2010,Health Sciences
S0325-00752004000400007,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,NA,NA,2004,2010,Health Sciences
S1667-782X2010000100003,1667-782X,1667-782X,Ecología austral,research-article,2009,2010,2010,2010,Biological Sciences
S1853-001X2008000200003,1853-001X,1853-001X,Mora (Buenos Aires),research-article,2006,2007,2008,2010,Applied Social Sciences;Human Sciences
S1853-19702009000200002,1853-1970,1853-1970,Revista SAAP,research-article,NA,NA,2009,2010,Applied Social Sciences
S1850-373X2008000100025,1850-373X,1850-373X,Intersecciones en antropología,book-review,NA,NA,2008,2010,Human Sciences
S1851-37512009000200001,1851-3751,1851-3751,Memoria americana,research-article,2009,2009,2009,2010,Human Sciences
S1669-32482007000100006,1669-3248,1669-3248,Revista argentina de sociología,research-article,NA,NA,2007,2010,Human Sciences
S1852-74342009000100013,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,research-article,2008,2009,2009,2011,Health Sciences
S0325-00752011000100008,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,2010,2010,2011,2011,Health Sciences
S1851-82652010000300009,1851-8265,1669-2381;1851-8265,Salud colectiva,editorial,NA,NA,2010,2011,Health Sciences
S1852-04992010000200005,1852-0499,1852-0499,Prismas,research-article,NA,NA,2010,2011,Human Sciences
S0004-48222005000100019,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2004,2004,2005,2011,Exact and Earth Sciences
S0004-48222009000100008,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2008,2008,2009,2011,Exact and Earth Sciences
S0328-12052010000100001,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),editorial,NA,NA,2010,2011,"Human Sciences;Linguistics, Letters and Arts"
S1850-468X2007000100001,1850-468X,1850-468X,Meteorologica,research-article,2007,2007,2007,2011,Exact and Earth Sciences
S0327-95452004000300007,0327-9545,0327-9545;1667-5746,Biocell,brief-report,2003,2004,2004,2011,Biological Sciences
S1852-96152010000100007,1852-9615,1852-9615,Cuadernos del CILHA,research-article,2009,2009,2010,2011,"Linguistics, Letters and Arts"
S0327-93832009000200010,0327-9383,0327-9383;1666-0536,Mastozoología neotropical,research-article,2008,2009,2009,2011,Biological Sciences
S1851-17162011000100007,1851-1716,1851-1716,"Ciencia, docencia y tecnología",research-article,NA,NA,2011,2011,Human Sciences
S1851-88932010000100003,1851-8893,1851-8893,Orientación y sociedad,research-article,2010,2010,2010,2011,Human Sciences
S1850-37482011000100010,1850-3748,1850-3748,Revista argentina de cardiología,research-article,2010,2010,2011,2011,Health Sciences
S1851-75872009000200008,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,2008,2010,2009,2011,Engineering
S1850-37482008000300011,1850-3748,1850-3748,Revista argentina de cardiología,case-report,NA,NA,2008,2011,Health Sciences
S0004-48222011000100001,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,editorial,NA,NA,2011,2011,Exact and Earth Sciences
S1851-23722010000100007,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,2009,2010,2010,2011,Biological Sciences
S0325-00752011000600005,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,2011,2011,2011,2012,Health Sciences
S0325-00752012000100012,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,rapid-communication,2011,2011,2012,2012,Health Sciences
S1852-57682011000200003,1852-5768,1852-5768,Cuadernos de herpetología,research-article,NA,NA,2011,2012,Biological Sciences
S0025-76802012000200012,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2011,2012,2012,2012,Health Sciences
S0524-97672012000100005,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,book-review,NA,NA,2012,2012,Human Sciences
S1852-73292011000100001,1852-7329,1852-7329,Multequina,research-article,2011,2011,2011,2012,Agricultural Sciences;Biological Sciences
S0327-07932011000100001,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2008,2010,2011,2012,Exact and Earth Sciences
S1852-59622012000100003,1852-5962,1852-5962,Kurtziana,research-article,2011,2011,2012,2012,Biological Sciences
S1852-236X2011000100009,1852-236X,1852-236X,Revista americana de medicina respiratoria,book-review,NA,NA,2011,2012,Health Sciences
S1851-37512012000100005,1851-3751,1851-3751,Memoria americana,article-commentary,NA,NA,2012,2012,Human Sciences
S1850-373X2012000200012,1850-373X,1850-373X,Intersecciones en antropología,research-article,2011,2011,2012,2013,Human Sciences
S1852-99922012000400007,1852-9992,1852-9992,Revista argentina de radiología,undefined,2012,2012,2012,2013,Health Sciences
S1851-17322012000500008,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2012,2012,2012,2013,Applied Social Sciences
S0004-48222012000400013,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,brief-report,NA,NA,2012,2013,Exact and Earth Sciences
S2313-92772008000100012,2313-9277,2313-9277,Historia de la educación - anuario,research-article,NA,NA,2008,2013,Human Sciences
S1850-66662012000100003,1850-6666,1850-6666,Revista electrónica de investigación en educación en ciencias,research-article,NA,NA,2012,2013,Human Sciences
S1851-82652013000200009,1851-8265,1669-2381;1851-8265,Salud colectiva,research-article,2012,2013,2013,2013,Health Sciences
S0325-00752013000500002,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,article-commentary,NA,NA,2013,2013,Health Sciences
S1853-35232013000100001,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2012,2012,2013,2013,"Applied Social Sciences;Linguistics, Letters and Arts"
S1669-23142012000200007,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,research-article,2010,2011,2012,2013,Agricultural Sciences
S1851-96012013000200009,1851-9601,1851-9601,Postdata,rapid-communication,NA,NA,2013,2014,Human Sciences
S1851-23722013000300008,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,NA,NA,2013,2014,Biological Sciences
S1850-20672013000200001,1850-2067,1850-2067,Ciencia del suelo,research-article,2013,2013,2013,2014,Agricultural Sciences
S1852-96152013000200008,1852-9615,1852-9615,Cuadernos del CILHA,research-article,2013,2013,2013,2014,"Linguistics, Letters and Arts"
S1853-984X2013000100011,1853-984X,1853-984X,Temas y Debates,brief-report,NA,NA,2013,2014,Applied Social Sciences
S1851-75872014000100006,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,2013,2013,2014,2014,Engineering
S1851-96012014000100005,1851-9601,1851-9601,Postdata,research-article,NA,NA,2014,2014,Human Sciences
S2314-15492014000100004,2314-1549,2314-1549;2314-1549,Revista de historia americana y argentina,research-article,2013,2014,2014,2014,Human Sciences
S1850-66662013000100007,1850-6666,1850-6666,Revista electrónica de investigación en educación en ciencias,research-article,NA,NA,2013,2014,Human Sciences
S1852-96152014000100012,1852-9615,1852-9615,Cuadernos del CILHA,editorial,NA,NA,2014,2014,"Linguistics, Letters and Arts"
S1851-82652014000300002,1851-8265,1669-2381;1851-8265,Salud colectiva,research-article,2014,2014,2014,2014,Health Sciences
S0325-75412014000500002,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,research-article,2014,2014,2014,2015,Biological Sciences
S1851-23722014000400007,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,NA,NA,2014,2015,Biological Sciences
S1669-68402013000200008,1669-6840,1669-6840,Revista veterinaria,research-article,2013,2013,2013,2015,Agricultural Sciences;Engineering
S1852-42652010000100011,1852-4265,1852-4265,Revista Universitaria de Geografía,book-review,NA,NA,2010,2015,Exact and Earth Sciences
S1853-12962013000100001,1853-1296,1853-1296,La zaranda de ideas,editorial,NA,NA,2013,2015,Applied Social Sciences
S1852-38622015000100003,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,2014,2015,2015,2015,Health Sciences
S1853-86652015000100003,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2014,2015,2015,2015,Agricultural Sciences
S1851-46692015000100005,1851-4669,1851-4669,Anclajes,research-article,2014,2015,2015,2015,"Linguistics, Letters and Arts"
S1669-23142015000200001,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,editorial,NA,NA,2015,2015,Agricultural Sciences
S0004-48222015000100007,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2014,2014,2015,2015,Exact and Earth Sciences
S1851-98142013000100003,1851-9814,1851-9814,Apuntes de investigación del CECYP,research-article,NA,NA,2013,2015,Applied Social Sciences
S1851-30182014000100006,1851-3018,1851-3018,Revista industrial y agrícola de Tucumán,research-article,NA,NA,2014,2015,Agricultural Sciences
S0328-12052014000100009,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),book-review,NA,NA,2014,2015,"Human Sciences;Linguistics, Letters and Arts"
S1852-73102015000200003,1852-7310,1852-7310,Subjetividad y procesos cognitivos,research-article,2015,2015,2015,2016,Human Sciences
S1851-31232015000300007,1851-3123,1851-3123,Revista Pilquen,research-article,2015,2015,2015,2016,"Applied Social Sciences;Linguistics, Letters and Arts"
S0373-56802015000200009,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,brief-report,2015,2015,2015,2016,Biological Sciences
S0011-67932014000100001,0011-6793,0011-6793;1850-1699,"Darwiniana, nueva serie",research-article,2014,2014,2014,2016,Biological Sciences
S1852-48342016000100001,1852-4834,0326-4815;1852-4834,Acta Odontológica Latinoamericana,brief-report,NA,NA,2016,2016,Health Sciences
S1851-37272013000200003,1851-3727,1851-3727,Documentos y aportes en administración pública y gestión estatal,research-article,NA,NA,2013,2016,Applied Social Sciences
S1851-16862014000100032,1851-1686,1851-1686,Anuario de investigaciones,research-article,2014,2014,2014,2016,Human Sciences
S1666-77192015000200013,1666-7719,1666-7719;2346-9129,Fave. Sección ciencias agrarias,research-article,NA,NA,2015,2016,Agricultural Sciences
S1852-48262015000200011,1852-4826,1852-060X;1852-4826,Revista del Museo de Antropología,research-article,2015,2015,2015,2016,Human Sciences
S1851-46692016000300002,1851-4669,1851-4669,Anclajes,research-article,2015,2016,2016,2017,"Linguistics, Letters and Arts"
S1851-16942015000200001,1851-1694,1851-1694,Avá,research-article,NA,NA,2015,2017,Applied Social Sciences
S1851-17162016000200006,1851-1716,1851-1716,"Ciencia, docencia y tecnología",research-article,2016,2016,2016,2017,Human Sciences
S1853-17842016000200005,1853-1784,1853-1784,Revista de historia del derecho,research-article,NA,NA,2016,2017,Applied Social Sciences
S1850-00132015000400022,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,brief-report,NA,NA,2015,2017,Human Sciences
S0325-75412017000100015,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,rapid-communication,2015,2016,2017,2017,Biological Sciences
S1668-80902016000200004,1668-8090,1668-8090,Andes,research-article,2014,2014,2016,2017,Human Sciences
S1667-782X2016000300001,1667-782X,1667-782X,Ecología austral,research-article,2016,2016,2016,2017,Biological Sciences
S2362-20242012000100004,2362-2024,2362-2024,Anales del Instituto de Arte Americano e Investigaciones Estéticas. Mario J. Buschiazzo,research-article,NA,NA,2012,2017,Human Sciences
S0524-97672017000100003,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,research-article,2015,2016,2017,2017,Human Sciences
S0025-76802017000400016,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),case-report,2016,2016,2017,2017,Health Sciences
S1852-42222012000200002,1852-4222,1852-4418;1852-4222,SaberEs,research-article,2012,2012,2012,2017,Applied Social Sciences
S1853-35232016000300025,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,NA,NA,2016,2017,"Applied Social Sciences;Linguistics, Letters and Arts"
S1853-35232018000400019,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,NA,NA,2018,2017,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-85622017000200009,1852-8562,1852-8562,Población y sociedad,book-review,NA,NA,2017,2018,Applied Social Sciences;Human Sciences
S0073-34072016000100006,0073-3407,0073-3407;1850-4884,El hornero,rapid-communication,NA,NA,2016,2018,Biological Sciences
S1850-468X2017000200003,1850-468X,1850-468X,Meteorologica,research-article,2016,2016,2017,2018,Exact and Earth Sciences
S1851-28792017000300006,1851-2879,1851-2879,Quinto sol,article-commentary,NA,NA,2017,2018,Human Sciences
S1668-81042011000100006,1668-8104,1668-8104,Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy,research-article,NA,NA,2011,2018,Applied Social Sciences;Human Sciences
S1851-23722018000100002,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,NA,NA,2018,2018,Biological Sciences
S1669-68402017000200012,1669-6840,1669-6840,Revista veterinaria,brief-report,NA,NA,2017,2018,Agricultural Sciences;Engineering
S1850-37482015000200014,1850-3748,1850-3748,Revista argentina de cardiología,rapid-communication,NA,NA,2015,2018,Health Sciences
S1852-45082018000100005,1852-4508,1852-4508,Papeles de trabajo - Centro de Estudios Interdisciplinarios en Etnolingüística y Antropología Socio-Cultural,research-article,2018,2018,2018,2018,Human Sciences
S1515-94852018000100004,1515-9485,1515-9485;2313-9927,Espacios en blanco. Serie indagaciones,research-article,NA,NA,2018,2018,Human Sciences
S1850-37482016000500008,1850-3748,1850-3748,Revista argentina de cardiología,abstract,NA,NA,2016,2018,Health Sciences
S1850-37482017000200005,1850-3748,1850-3748,Revista argentina de cardiología,research-article,NA,NA,2017,2018,Health Sciences
S2313-92772017000200001,2313-9277,2313-9277,Historia de la educación - anuario,editorial,NA,NA,2017,2018,Human Sciences
S2314-27662016000100002,2314-2766,2314-2766,Relaciones internacionales,editorial,NA,NA,2016,2018,Human Sciences
S0325-00752018000500015,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,case-report,2017,2018,2018,2018,Health Sciences
S0025-76802018000800005,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2018,2018,2018,2019,Health Sciences
S0325-00752019000100003,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,2018,2018,2019,2019,Health Sciences
S2314-30612017000100013,2314-3061,1850-9371;2314-3061,Revista de la Facultad,research-article,NA,NA,2017,2019,Human Sciences
S1851-16862015000200011,1851-1686,1851-1686,Anuario de investigaciones,research-article,2015,2015,2015,2019,Human Sciences
S1514-68712018000200343,1514-6871,1514-6871,Trabajo y sociedad,research-article,NA,2018,2018,2019,Applied Social Sciences
S0325-00752019000300010,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,2018,2018,2019,2019,Health Sciences
S1851-300X2018000400036,1851-300X,1851-300X,Revista argentina de dermatología,research-article,NA,NA,2018,2019,Health Sciences
S1852-38622019000100008,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,2018,2019,2019,2019,Health Sciences
S1851-88932018000100004,1851-8893,1851-8893,Orientación y sociedad,research-article,NA,NA,2018,2019,Human Sciences
S1668-80902019000100004,1668-8090,1668-8090,Andes,research-article,2017,2018,2019,2019,Human Sciences
S0327-07932014000400002,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2013,2014,2014,2019,Exact and Earth Sciences
S0025-76802019000800003,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2019,2019,2019,2019,Health Sciences
S2422-65802019000200004,2422-6580,1514-3899;2422-6580,Avances del Cesor,research-article,2018,2019,2019,2020,Applied Social Sciences
S1668-70272019000200251,1668-7027,1668-7027,Interdisciplinaria,research-article,2018,2019,2019,2020,Human Sciences
S1853-35232019000300180,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2017,2018,2019,2020,"Applied Social Sciences;Linguistics, Letters and Arts"
S0524-97672019000200006,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,research-article,2017,2018,2019,2020,Human Sciences
S0373-56802020000200008,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,NA,NA,2020,2020,Biological Sciences
S1851-96012019000100041,1851-9601,1851-9601,Postdata,research-article,NA,NA,2019,2020,Human Sciences
S1853-19702018000100011,1853-1970,1853-1970,Revista SAAP,research-article,NA,NA,2018,2020,Applied Social Sciences
S2362-36752019000500005,2362-3675,0327-4411;2362-3675,Revista argentina de reumatología,case-report,NA,NA,2019,2020,Health Sciences
S1995-77852018000200006,1995-7785,1995-7785,Propuesta educativa,book-review,NA,NA,2018,2020,Human Sciences
S2362-36752020000200008,2362-3675,0327-4411;2362-3675,Revista argentina de reumatología,case-report,NA,NA,2020,2020,Health Sciences
S1853-86652020000200002,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2020,2020,2020,2020,Agricultural Sciences
S1851-96282020000100129,1851-9628,1851-9628,Runa,research-article,2018,2019,2020,2021,Human Sciences
S1853-35232020000500069,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2019,2019,2020,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1851-300X2020000300021,1851-300X,1851-300X,Revista argentina de dermatología,research-article,2019,2020,2020,2021,Health Sciences
S1850-37482020000500482,1850-3748,1850-3748,Revista argentina de cardiología,letter,NA,NA,2020,2021,Health Sciences
S1853-35232020000900073,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2018,2019,2020,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1850-275X2021000100007,1850-275X,1850-275X,Cuadernos de antropología social,editorial,NA,NA,2021,2021,Human Sciences
S2314-27072020000200003,2314-2707,2314-2707,Travesía (San Miguel de Tucumán),research-article,2020,2020,2020,2021,Human Sciences
S1853-36552021000100035,1853-3655,1853-3655,Cuaderno urbano,research-article,NA,NA,2021,2021,Applied Social Sciences
S1852-74342020000300222,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,research-article,2019,2020,2020,2021,Health Sciences
S1853-35232021000300011,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,editorial,2017,2018,2021,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1850-275X2021000200007,1850-275X,1850-275X,Cuadernos de antropología social,research-article,2021,2021,2021,2021,Human Sciences
S1605-25282007000800004,1605-2528,1605-2528;2075-5023,Ecología en Bolivia,research-article,NA,NA,2007,2008,Biological Sciences
S1024-06752003000100004,1024-0675,1024-0675,Revista de la Sociedad Boliviana de Pediatría,article-commentary,NA,NA,2003,2009,Health Sciences
S1652-67762006000100015,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,editorial,NA,NA,2006,2011,Biological Sciences;Health Sciences
S1012-29662010000200006,1012-2966,1012-2966,Gaceta Médica Boliviana,research-article,2010,2010,2010,2011,Health Sciences
S1990-74512010000300006,1990-7451,1990-7451,Tinkazos,research-article,2004,2004,2010,2011,Applied Social Sciences
S2077-33232010000200010,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2010,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S2077-33232005000200014,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2005,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1817-74332009000200020,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,editorial,NA,NA,2009,2013,Health Sciences
S2074-47062013000100002,2074-4706,2074-4706,Revista Latinoamericana de Desarrollo Económico,research-article,NA,NA,2013,2013,Applied Social Sciences
S2077-33232013000200004,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2013,2014,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1726-89582014000100011,1726-8958,1726-8958,Revista Médica La Paz,undefined,NA,NA,2014,2014,Health Sciences
S1726-89582014000200010,1726-8958,1726-8958,Revista Médica La Paz,undefined,NA,NA,2014,2015,Health Sciences
S1997-40432009000300005,1997-4043,1997-4043,Revista Integra Educativa,research-article,NA,NA,2009,2015,Applied Social Sciences;Exact and Earth Sciences
S1652-67762015000100003,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2015,2015,Biological Sciences;Health Sciences
S2077-21612015000200008,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2015,2015,2015,2015,Applied Social Sciences
S2077-21612016000100003,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2015,2016,2016,2016,Applied Social Sciences
S2072-92942016000200008,2072-9294,2072-9294,Journal of the Selva Andina Research Society,research-article,2016,2016,2016,2016,Agricultural Sciences;Biological Sciences
S2306-86712016000200003,2306-8671,2306-8671,Revista Aportes de la Comunicación y la Cultura,research-article,2016,2016,2016,2017,Human Sciences
S1652-67762017000100005,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,2016,2017,2017,2017,Biological Sciences;Health Sciences
S2077-21612018000100007,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2017,2018,2018,2018,Applied Social Sciences
S1817-74332018000100012,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,case-report,2017,2018,2018,2018,Health Sciences
S1562-38232017000200002,1562-3823,1562-3823,Revista Boliviana de Física,research-article,2017,2017,2017,2019,Exact and Earth Sciences
S2071-081X2019000100002,2071-081X,2071-081X,Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia,research-article,NA,NA,2019,2019,Applied Social Sciences
S0250-54602019000100004,0250-5460,0250-5460,Revista Boliviana de Química,research-article,NA,NA,2019,2019,Biological Sciences;Exact and Earth Sciences
S1683-07892006000100009,1683-0789,1683-0789,Acta Nova,research-article,NA,NA,2006,2020,Exact and Earth Sciences
S2409-16182020000100008,2409-1618,2409-1618,Revista de Investigación e Innovación Agropecuaria y de Recursos Naturales,research-article,2020,2020,2020,2020,Agricultural Sciences
S2310-02652020000100010,2310-0265,2310-0265,Revista CON-CIENCIA,research-article,2020,2020,2020,2020,Biological Sciences;Health Sciences
S2616-79642020000400009,2616-7964,L:2616-7964;2616-7964,Horizontes Revista de Investigación en Ciencias de la Educación,research-article,2020,2020,2020,2021,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1652-67762021000100016,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2021,2021,Biological Sciences;Health Sciences
S0100-84551997000400021,0100-8455,0100-8455;1678-4502,Brazilian Journal of Genetics,research-article,1994,NA,1997,1998,Biological Sciences
S0074-02761998000200024,0074-0276,0074-0276;1678-8060,Memórias do Instituto Oswaldo Cruz,research-article,1997,1998,1998,1998,Biological Sciences;Health Sciences
S0074-02761997000100006,0074-0276,0074-0276;1678-8060,Memórias do Instituto Oswaldo Cruz,undefined,1996,1996,1997,1998,Biological Sciences;Health Sciences
S0102-86501998000300001,0102-8650,0102-8650;1678-2674,Acta Cirúrgica Brasileira,research-article,NA,1998,1998,1998,Health Sciences
S1415-47571998000100018,1415-4757,1415-4757;1678-4685,Genetics and Molecular Biology,research-article,1997,NA,1998,1999,Biological Sciences
S0102-69091998000100004,0102-6909,0102-6909;1806-9053,Revista Brasileira de Ciências Sociais,research-article,NA,NA,1998,1999,Human Sciences
S0036-46651998000500012,0036-4665,1678-9946,Revista do Instituto de Medicina Tropical de São Paulo,rapid-communication,1998,1998,1998,1999,Biological Sciences;Health Sciences
S0102-01881998000200004,0102-0188,0102-0188;1806-9347,Revista Brasileira de História,research-article,NA,NA,1998,1999,Human Sciences
S0006-87051997000100006,0006-8705,0006-8705;1678-4499,Bragantia,research-article,1996,1997,1997,1999,Agricultural Sciences
S1415-47571999000200008,1415-4757,1415-4757;1678-4685,Genetics and Molecular Biology,research-article,1998,NA,1999,1999,Biological Sciences
S0103-97331999000200014,0103-9733,0103-9733;1678-4448,Brazilian Journal of Physics,research-article,1998,NA,1999,1999,Exact and Earth Sciences
S0103-06631999000300005,0103-0663,0103-0663,Revista de Odontologia da Universidade de São Paulo,research-article,1999,1999,1999,1999,Health Sciences
S0102-86501999000400005,0102-8650,0102-8650;1678-2674,Acta Cirúrgica Brasileira,research-article,1999,1999,1999,2000,Health Sciences
S0011-52581999000300004,0011-5258,0011-5258;1678-4588,Dados,research-article,1999,NA,1999,2000,Human Sciences
S0004-282X2000000100011,0004-282X,0004-282X;1678-4227,Arquivos de Neuro-Psiquiatria,research-article,NA,NA,2000,2000,Health Sciences
