scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S0025-76802006000400005,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2005,2006,2006,2010,Health Sciences
S0025-76802009000100005,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2008,2008,2009,2010,Health Sciences
S0025-76802006000400014,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2006,2006,2006,2010,Health Sciences
S1667-782X2010000100004,1667-782X,1667-782X,Ecología austral,research-article,2009,2010,2010,2010,Biological Sciences
S1853-001X2008000200010,1853-001X,1853-001X,Mora (Buenos Aires),rapid-communication,NA,NA,2008,2010,Applied Social Sciences;Human Sciences
S1850-15322010000400007,1850-1532,1850-1532,Revista argentina de neurocirugía,research-article,NA,NA,2010,2010,Health Sciences
S0325-00752010000200008,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,2009,2009,2010,2010,Health Sciences
S1850-00132009000200002,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,research-article,NA,NA,2009,2010,Human Sciences
S0373-56802010000100008,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,2010,2010,2010,2010,Biological Sciences
S1852-74342009000100005,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,research-article,2008,2008,2009,2011,Health Sciences
S1852-77442010000100005,1852-7744,1852-7744,Geoacta,research-article,NA,NA,2010,2011,Exact and Earth Sciences
S1850-20672005000100002,1850-2067,1850-2067,Ciencia del suelo,research-article,2005,2005,2005,2011,Agricultural Sciences
S0025-76802010000400002,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2009,2010,2010,2011,Health Sciences
S0004-48222009000200007,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2008,2009,2009,2011,Exact and Earth Sciences
S0004-48222009000600005,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2008,2009,2009,2011,Exact and Earth Sciences
S1667-782X2010000200002,1667-782X,1667-782X,Ecología austral,editorial,NA,NA,2010,2011,Biological Sciences
S1851-17162006000200011,1851-1716,1851-1716,"Ciencia, docencia y tecnología",rapid-communication,2005,2006,2006,2011,Human Sciences
S1669-27212008000200001,1669-2721,1669-2721,Enfoques,editorial,NA,NA,2008,2011,Applied Social Sciences;Human Sciences
S0325-75412011000200007,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,case-report,2010,2011,2011,2011,Biological Sciences
S0327-93832009000200024,0327-9383,0327-9383;1666-0536,Mastozoología neotropical,research-article,2008,2008,2009,2011,Biological Sciences
S1851-16862007000100004,1851-1686,1851-1686,Anuario de investigaciones,research-article,2007,2007,2007,2011,Human Sciences
S1851-16942008000200010,1851-1694,1851-1694,Avá,book-review,NA,NA,2008,2011,Applied Social Sciences
S1850-37482011000200008,1850-3748,1850-3748,Revista argentina de cardiología,research-article,2010,2010,2011,2011,Health Sciences
S1850-66662009000200005,1850-6666,1850-6666,Revista electrónica de investigación en educación en ciencias,research-article,NA,NA,2009,2011,Human Sciences
S1853-31752011000100003,1853-3175,1853-3175,Cuyo,research-article,NA,NA,2011,2011,Human Sciences
S1850-37482011000400009,1850-3748,1850-3748,Revista argentina de cardiología,case-report,NA,NA,2011,2011,Health Sciences
S1851-23722009000200012,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,2008,2009,2009,2011,Biological Sciences
S0002-70142010000100006,0002-7014,0002-7014;1851-8044,Ameghiniana,research-article,2008,2009,2010,2012,Exact and Earth Sciences
S1852-38622006000100007,1852-3862,1852-3862,Insuficiencia cardíaca,review-article,NA,NA,2006,2012,Health Sciences
S1853-63602001000100004,1853-6360,1853-6360;0328-1159,Revista de la Asociación Argentina de Sedimentología,research-article,2000,2001,2001,2012,Exact and Earth Sciences
S0025-76802012000200024,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),letter,NA,NA,2012,2012,Health Sciences
S0524-97672012000100006,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,book-review,NA,NA,2012,2012,Human Sciences
S1852-38622012000200005,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,2011,2012,2012,2012,Health Sciences
S1668-34982011000200007,1668-3498,1668-3498,InVet,research-article,2011,2011,2011,2012,Biological Sciences
S1852-59622012000100010,1852-5962,1852-5962,Kurtziana,research-article,2011,2011,2012,2012,Biological Sciences
S1852-236X2011000100002,1852-236X,1852-236X,Revista americana de medicina respiratoria,editorial,NA,NA,2011,2012,Health Sciences
S1852-38622012000400002,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,2012,2012,2012,2012,Health Sciences
S2314-15492011000200002,2314-1549,2314-1549;2314-1549,Revista de historia americana y argentina,research-article,2010,2011,2011,2013,Human Sciences
S1852-99922012000400003,1852-9992,1852-9992,Revista argentina de radiología,research-article,2011,2012,2012,2013,Health Sciences
S1851-17322012000500004,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2012,2012,2012,2013,Applied Social Sciences
S1851-82652013000100009,1851-8265,1669-2381;1851-8265,Salud colectiva,book-review,NA,NA,2013,2013,Health Sciences
S1853-36552011000200009,1853-3655,1853-3655,Cuaderno urbano,book-review,NA,NA,2011,2013,Applied Social Sciences
S1850-20672012000200009,1850-2067,1850-2067,Ciencia del suelo,research-article,2012,2012,2012,2013,Agricultural Sciences
S1851-82652013000200007,1851-8265,1669-2381;1851-8265,Salud colectiva,research-article,2012,2013,2013,2013,Health Sciences
S0325-00752013000500020,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,case-report,NA,NA,2013,2013,Health Sciences
S1853-35232013000100004,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2012,2012,2013,2013,"Applied Social Sciences;Linguistics, Letters and Arts"
S1853-70812013000200006,1853-7081,0326-9795;1853-7081,Sociedad y religión,research-article,2012,2013,2013,2013,Human Sciences
S1852-04992013000200011,1852-0499,1852-0499,Prismas,article-commentary,NA,NA,2013,2014,Human Sciences
S1851-00272013000200007,1851-0027,1851-0027,Comechingonia,brief-report,2013,2013,2013,2014,Human Sciences
S1851-37432013000200004,1851-3743,1851-3743,Acta toxicológica argentina,research-article,2013,2013,2013,2014,Biological Sciences
S1669-23142014000100002,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,brief-report,NA,NA,2014,2014,Agricultural Sciences
S1851-16862011000100070,1851-1686,1851-1686,Anuario de investigaciones,research-article,2011,2011,2011,2014,Human Sciences
S0327-50942012000100001,0327-5094,0327-5094;1850-2628,Temas medievales,brief-report,NA,NA,2012,2014,"Human Sciences;Linguistics, Letters and Arts"
S1851-17322014000200001,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2013,2013,2014,2014,Applied Social Sciences
S0373-56802014000100007,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,brief-report,2013,2014,2014,2014,Biological Sciences
S1995-77852013000200013,1995-7785,1995-7785,Propuesta educativa,book-review,NA,NA,2013,2014,Human Sciences
S1853-35232014000100004,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2012,2013,2014,2014,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-48342014000200003,1852-4834,0326-4815;1852-4834,Acta Odontológica Latinoamericana,research-article,NA,NA,2014,2014,Health Sciences
S1514-79912012000100001,1514-7991,1514-7991,Revista argentina de antropología biológica,research-article,NA,NA,2012,2015,Biological Sciences
S1851-23722014000300007,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,2013,2014,2014,2015,Biological Sciences
S1668-80902014000200004,1668-8090,1668-8090,Andes,research-article,2012,2012,2014,2015,Human Sciences
S0328-97022014000100002,0328-9702,0328-9702,Praxis educativa,research-article,2013,2013,2014,2015,Human Sciences
S1850-275X2014000200001,1850-275X,1850-275X,Cuadernos de antropología social,research-article,NA,NA,2014,2015,Human Sciences
S1853-43922014000200005,1853-4392,1853-4392,Estudios Socioterritoriales,research-article,2014,2014,2014,2015,Human Sciences
S1853-86652015000100017,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2014,2014,2015,2015,Agricultural Sciences
S1851-46692015000100006,1851-4669,1851-4669,Anclajes,book-review,NA,NA,2015,2015,"Linguistics, Letters and Arts"
S1851-96012015000100008,1851-9601,1851-9601,Postdata,research-article,NA,NA,2015,2015,Human Sciences
S0025-76802015000400009,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2015,2015,2015,2015,Health Sciences
S1851-98142013000200002,1851-9814,1851-9814,Apuntes de investigación del CECYP,research-article,NA,NA,2013,2015,Applied Social Sciences
S1851-30182014000100001,1851-3018,1851-3018,Revista industrial y agrícola de Tucumán,research-article,NA,NA,2014,2015,Agricultural Sciences
S2314-15492015000200001,2314-1549,2314-1549;2314-1549,Revista de historia americana y argentina,research-article,2015,2015,2015,2015,Human Sciences
S2469-09612015000200005,2469-0961,2469-0961,Estudios de historia de España,research-article,NA,NA,2015,2016,Human Sciences
S1851-31232015000300009,1851-3123,1851-3123,Revista Pilquen,research-article,2015,2015,2015,2016,"Applied Social Sciences;Linguistics, Letters and Arts"
S1850-373X2016000100001,1850-373X,1850-373X,Intersecciones en antropología,research-article,2013,2014,2016,2016,Human Sciences
S0011-67932014000100008,0011-6793,0011-6793;1850-1699,"Darwiniana, nueva serie",research-article,2014,2014,2014,2016,Biological Sciences
S1852-99922016000200009,1852-9992,1852-9992,Revista argentina de radiología,book-review,NA,NA,2016,2016,Health Sciences
S1852-62332016000100007,1852-6233,1852-6233,BAG. Journal of basic and applied genetics,brief-report,NA,NA,2016,2016,Biological Sciences;Health Sciences
S1667-782X2016000100002,1667-782X,1667-782X,Ecología austral,research-article,2015,2015,2016,2016,Biological Sciences
S1666-77192015000200010,1666-7719,1666-7719;2346-9129,Fave. Sección ciencias agrarias,research-article,NA,NA,2015,2016,Agricultural Sciences
S0325-82382015000200002,0325-8238,0325-8238;2525-1627,Folia Histórica del Nordeste,research-article,2015,2015,2015,2016,Applied Social Sciences;Human Sciences
S0325-82382015000100004,0325-8238,0325-8238;2525-1627,Folia Histórica del Nordeste,research-article,2014,2014,2015,2017,Applied Social Sciences;Human Sciences
S0025-76802016000600010,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),case-report,2016,2016,2016,2017,Health Sciences
S1851-98142016000200007,1851-9814,1851-9814,Apuntes de investigación del CECYP,research-article,NA,NA,2016,2017,Applied Social Sciences
S1853-17842016000200010,1853-1784,1853-1784,Revista de historia del derecho,book-review,NA,NA,2016,2017,Applied Social Sciences
S1850-00132015000400035,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,brief-report,NA,NA,2015,2017,Human Sciences
S1668-298X2016000200004,1668-298X,1668-298X,Agriscientia,research-article,2016,2016,2016,2017,Agricultural Sciences
S1668-80902016000200010,1668-8090,1668-8090,Andes,book-review,NA,NA,2016,2017,Human Sciences
S1667-782X2016000200002,1667-782X,1667-782X,Ecología austral,research-article,2015,2016,2016,2017,Biological Sciences
S2362-20242012000100012,2362-2024,2362-2024,Anales del Instituto de Arte Americano e Investigaciones Estéticas. Mario J. Buschiazzo,book-review,NA,NA,2012,2017,Human Sciences
S1515-59942017000100013,1515-5994,1515-5994,Mundo agrario,book-review,NA,NA,2017,2017,Applied Social Sciences;Human Sciences
S1852-16062016000200004,1852-1606,1852-1606,Sociohistórica,research-article,2016,2016,2016,2017,Human Sciences
S1852-42222013000200003,1852-4222,1852-4418;1852-4222,SaberEs,brief-report,NA,NA,2013,2017,Applied Social Sciences
S0325-00752017000400023,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,case-report,2016,2017,2017,2017,Health Sciences
S1853-35232018000200010,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,NA,NA,2018,2017,"Applied Social Sciences;Linguistics, Letters and Arts"
S2469-09612017000200001,2469-0961,2469-0961,Estudios de historia de España,research-article,2017,2017,2017,2018,Human Sciences
S0073-34072016000100002,0073-3407,0073-3407;1850-4884,El hornero,research-article,2014,2016,2016,2018,Biological Sciences
S2468-99632016000200008,2468-9963,0328-0101;2468-9963,Delito y sociedad,book-review,NA,NA,2016,2018,Human Sciences
S1852-04992017000100015,1852-0499,1852-0499,Prismas,book-review,NA,NA,2017,2018,Human Sciences
S1668-81042011000100007,1668-8104,1668-8104,Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy,research-article,NA,NA,2011,2018,Applied Social Sciences;Human Sciences
S1852-38622018000100007,1852-3862,1852-3862,Insuficiencia cardíaca,case-report,2017,2017,2018,2018,Health Sciences
S1852-73102017000200006,1852-7310,1852-7310,Subjetividad y procesos cognitivos,research-article,2017,2017,2017,2018,Human Sciences
S1850-37482015000500004,1850-3748,1850-3748,Revista argentina de cardiología,editorial,NA,NA,2015,2018,Health Sciences
S1851-88932017000100011,1851-8893,1851-8893,Orientación y sociedad,research-article,2017,2017,2017,2018,Human Sciences
S1852-62332018000100002,1852-6233,1852-6233,BAG. Journal of basic and applied genetics,research-article,2017,2018,2018,2018,Biological Sciences;Health Sciences
S1850-37482016000500019,1850-3748,1850-3748,Revista argentina de cardiología,abstract,NA,NA,2016,2018,Health Sciences
S1850-37482017000200003,1850-3748,1850-3748,Revista argentina de cardiología,research-article,NA,NA,2017,2018,Health Sciences
S1852-73292000000200003,1852-7329,1852-7329,Multequina,research-article,2000,2000,2000,2018,Agricultural Sciences;Biological Sciences
S2314-27662016000200011,2314-2766,2314-2766,Relaciones internacionales,research-article,NA,NA,2016,2018,Human Sciences
S1851-75872018000200010,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,NA,NA,2018,2018,Engineering
S0025-76802018000800003,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2018,2018,2018,2019,Health Sciences
S0325-00752019000100017,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,case-report,2017,2018,2019,2019,Health Sciences
S2314-30612017000100005,2314-3061,1850-9371;2314-3061,Revista de la Facultad,research-article,NA,NA,2017,2019,Human Sciences
S1851-16862016000100036,1851-1686,1851-1686,Anuario de investigaciones,research-article,2016,2016,2016,2019,Human Sciences
S1852-74342018000400009,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,case-report,2017,2017,2018,2019,Health Sciences
S1851-31232018000300003,1851-3123,1851-3123,Revista Pilquen,research-article,2018,2018,2018,2019,"Applied Social Sciences;Linguistics, Letters and Arts"
S1667-89902018000400016,1667-8990,1667-8682;1667-8990,Salud(i)Ciencia,editorial,NA,NA,2018,2019,Health Sciences
S1852-38622019000100011,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,2018,2019,2019,2019,Health Sciences
S1852-14792019000100010,1852-1479,0325-2221;1852-1479,Relaciones,book-review,NA,NA,2019,2019,Human Sciences
S1850-468X2019000200002,1850-468X,1850-468X,Meteorologica,research-article,2017,2018,2019,2019,Exact and Earth Sciences
S1666-94792019000100001,1666-9479,1666-9479,Serie correlación geológica,research-article,NA,NA,2019,2019,Exact and Earth Sciences
S0025-76802019000800016,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),case-report,2019,2019,2019,2019,Health Sciences
S1853-86652019000200029,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2018,2019,2019,2020,Agricultural Sciences
S1852-04992019000100145,1852-0499,1852-0499,Prismas,book-review,NA,NA,2019,2020,Human Sciences
S1853-35232019000300232,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2017,2018,2019,2020,"Applied Social Sciences;Linguistics, Letters and Arts"
S0325-29572019000400010,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,research-article,2019,2019,2019,2020,Biological Sciences;Health Sciences
S1852-73532019000100002,1852-7353,1852-7353,Revista latinoamericana de filosofía,research-article,NA,NA,2019,2020,Human Sciences
S1851-96012019000100031,1851-9601,1851-9601,Postdata,research-article,NA,NA,2019,2020,Human Sciences
S1853-19702020000100031,1853-1970,1853-1970,Revista SAAP,research-article,NA,NA,2020,2020,Applied Social Sciences
S2362-36752020000100004,2362-3675,0327-4411;2362-3675,Revista argentina de reumatología,case-report,NA,NA,2020,2020,Health Sciences
S1995-77852019000100014,1995-7785,1995-7785,Propuesta educativa,book-review,NA,NA,2019,2020,Human Sciences
S1851-31232020000100008,1851-3123,1851-3123,Revista Pilquen,research-article,NA,NA,2020,2020,"Applied Social Sciences;Linguistics, Letters and Arts"
S1853-86652020000200009,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2019,2020,2020,2020,Agricultural Sciences
S0373-56802020000400039,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,2020,2020,2020,2021,Biological Sciences
S1853-35232020000500017,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,undefined,2019,2019,2020,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-38622020000300005,1852-3862,1852-3862,Insuficiencia cardíaca,editorial,2019,2019,2020,2021,Health Sciences
S1850-37482020000400324,1850-3748,1850-3748,Revista argentina de cardiología,research-article,2019,2020,2020,2021,Health Sciences
S1853-35232020001000274,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2017,2018,2020,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-16062019000100082,1852-1606,1852-1606,Sociohistórica,research-article,NA,NA,2019,2021,Human Sciences
S1667-89902019000300540,1667-8990,1667-8682;1667-8990,Salud(i)Ciencia,undefined,NA,NA,2019,2019,Health Sciences
S0328-12052018000200042,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),research-article,NA,NA,2018,2021,"Human Sciences;Linguistics, Letters and Arts"
S2314-25612020000300134,2314-2561,2314-2561,Educación Física y Ciencia,research-article,2020,2020,2020,2021,Human Sciences
S1853-35232021000200079,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2018,2019,2021,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1850-275X2021000200081,1850-275X,1850-275X,Cuadernos de antropología social,research-article,2020,2021,2021,2021,Human Sciences
S0250-54602007000100014,0250-5460,0250-5460,Revista Boliviana de Química,research-article,NA,NA,2007,2008,Biological Sciences;Exact and Earth Sciences
S1024-06752002000200002,1024-0675,1024-0675,Revista de la Sociedad Boliviana de Pediatría,research-article,NA,NA,2002,2009,Health Sciences
S1652-67762008000200011,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2008,2011,Biological Sciences;Health Sciences
S1012-29662010000200015,1012-2966,1012-2966,Gaceta Médica Boliviana,review-article,2010,2010,2010,2011,Health Sciences
S1817-74332011000100012,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,case-report,2011,2011,2011,2011,Health Sciences
S2077-33231998000200014,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,1998,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S2077-33232009000200015,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2009,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1817-74332009000200017,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,undefined,NA,NA,2009,2013,Health Sciences
S2074-47062013000100001,2074-4706,2074-4706,Revista Latinoamericana de Desarrollo Económico,editorial,NA,NA,2013,2013,Applied Social Sciences
S2077-33232013000200018,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2013,2014,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1817-74332014000100002,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,editorial,NA,NA,2014,2014,Health Sciences
S1726-89582014000200003,1726-8958,1726-8958,Revista Médica La Paz,research-article,2014,2014,2014,2015,Health Sciences
S1997-40432014000200005,1997-4043,1997-4043,Revista Integra Educativa,research-article,2014,2014,2014,2015,Applied Social Sciences;Exact and Earth Sciences
S1652-67762014000200001,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2014,2015,Biological Sciences;Health Sciences
S2077-21612015000200003,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2015,2015,2015,2015,Applied Social Sciences
S2074-47062016000100001,2074-4706,2074-4706,Revista Latinoamericana de Desarrollo Económico,news,NA,NA,2016,2016,Applied Social Sciences
S2223-30322016000100002,2223-3032,2223-3032,Revista de Investigacion Psicologica,research-article,NA,NA,2016,2016,Human Sciences
S2518-44312016000200007,2518-4431,1814-6333;2518-4431,Investigación & Desarrollo,research-article,2016,2017,2016,2017,Engineering
S1652-67762017000100010,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,2017,2017,2017,2017,Biological Sciences;Health Sciences
S2077-21612018000100008,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2017,2018,2018,2018,Applied Social Sciences
S2310-02652017000100008,2310-0265,2310-0265,Revista CON-CIENCIA,research-article,2017,2017,2017,2018,Biological Sciences;Health Sciences
S1562-38232017000100002,1562-3823,1562-3823,Revista Boliviana de Física,research-article,2017,2017,2017,2019,Exact and Earth Sciences
S2225-87872018000200005,2225-8787,2225-8787,"Revista Ciencia, Tecnología e Innovación",research-article,2018,2018,2018,2019,Applied Social Sciences
S2308-38592019000100003,2308-3859,2308-3859,Journal of the Selva Andina Biosphere,brief-report,2018,2019,2019,2019,Agricultural Sciences;Biological Sciences;Engineering;Exact and Earth Sciences
S1683-07892006000100014,1683-0789,1683-0789,Acta Nova,research-article,NA,NA,2006,2020,Exact and Earth Sciences
S2415-06222019000100002,2415-0622,2415-0622;2415-0630,Economía Coyuntural,editorial,NA,NA,2019,2020,Exact and Earth Sciences
S1605-25282020000300003,1605-2528,1605-2528;2075-5023,Ecología en Bolivia,research-article,2020,2020,2020,2020,Biological Sciences
S2616-79642020000400010,2616-7964,L:2616-7964;2616-7964,Horizontes Revista de Investigación en Ciencias de la Educación,research-article,2020,2020,2020,2021,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1652-67762021000100009,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2021,2021,Biological Sciences;Health Sciences
S0100-879X1998000400002,0100-879X,0100-879X;1414-431X,Brazilian Journal of Medical and Biological Research,research-article,1997,1997,1998,1998,Biological Sciences;Health Sciences
S0074-02761998000100015,0074-0276,0074-0276;1678-8060,Memórias do Instituto Oswaldo Cruz,research-article,1997,1997,1998,1998,Biological Sciences;Health Sciences
S0074-02761997000100019,0074-0276,0074-0276;1678-8060,Memórias do Instituto Oswaldo Cruz,undefined,1995,1996,1997,1998,Biological Sciences;Health Sciences
S0102-86501998000300005,0102-8650,0102-8650;1678-2674,Acta Cirúrgica Brasileira,research-article,1998,1998,1998,1998,Health Sciences
S0100-879X1999000100018,0100-879X,0100-879X;1414-431X,Brazilian Journal of Medical and Biological Research,research-article,1998,1998,1999,1999,Biological Sciences;Health Sciences
S0103-90161997000100013,0103-9016,1678-992X,Scientia Agricola,research-article,1996,1997,1997,1999,Agricultural Sciences
S0036-46651998000500014,0036-4665,1678-9946,Revista do Instituto de Medicina Tropical de São Paulo,case-report,1998,1998,1998,1999,Biological Sciences;Health Sciences
S0101-32621997000100004,0101-3262,1678-7110,Cadernos CEDES,research-article,NA,NA,1997,1999,Human Sciences
S0006-87051997000100021,0006-8705,0006-8705;1678-4499,Bragantia,research-article,NA,1996,1997,1999,Agricultural Sciences
S0103-97331998000400011,0103-9733,0103-9733;1678-4448,Brazilian Journal of Physics,research-article,1998,NA,1998,1999,Exact and Earth Sciences
S0103-97331999000200009,0103-9733,0103-9733;1678-4448,Brazilian Journal of Physics,research-article,1998,NA,1999,1999,Exact and Earth Sciences
S0011-52581999000200005,0011-5258,0011-5258;1678-4588,Dados,research-article,1999,NA,1999,1999,Human Sciences
S0103-90161999000400027,0103-9016,1678-992X,Scientia Agricola,research-article,1998,1999,1999,2000,Agricultural Sciences
S0101-20611999000200025,0101-2061,0101-2061;1678-457X,Food Science and Technology,research-article,1999,1999,1999,2000,Agricultural Sciences
S0004-282X2000000100006,0004-282X,0004-282X;1678-4227,Arquivos de Neuro-Psiquiatria,research-article,NA,NA,2000,2000,Health Sciences
S0100-40421999000200002,0100-4042,0100-4042;1678-7064,Química Nova,research-article,1997,1998,1999,2000,Exact and Earth Sciences
S1516-44461999000400008,1516-4446,1516-4446;1809-452X,Brazilian Journal of Psychiatry,research-article,NA,NA,1999,2000,Health Sciences
