scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S1850-37482011000100021,1850-3748,1850-3748,Revista argentina de cardiología,rapid-communication,NA,NA,2011,2011,Health Sciences
S1850-66662009000300003,1850-6666,1850-6666,Revista electrónica de investigación en educación en ciencias,research-article,NA,NA,2009,2011,Human Sciences
S1850-20672011000100008,1850-2067,1850-2067,Ciencia del suelo,research-article,2010,2011,2011,2011,Agricultural Sciences
S1850-66662008000100002,1850-6666,1850-6666,Revista electrónica de investigación en educación en ciencias,research-article,NA,NA,2008,2011,Human Sciences
S1851-23722006000100002,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,2005,2006,2006,2011,Biological Sciences
S0002-70142010000100007,0002-7014,0002-7014;1851-8044,Ameghiniana,research-article,2008,2009,2010,2012,Exact and Earth Sciences
S1852-38622006000100008,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,NA,NA,2006,2012,Health Sciences
S1668-80902009000200001,1668-8090,1668-8090,Andes,brief-report,NA,NA,2009,2012,Human Sciences
S0025-76802012000200019,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),editorial,NA,NA,2012,2012,Health Sciences
S0025-76802011000600023,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),editorial,NA,NA,2011,2012,Health Sciences
S1852-45082012000100007,1852-4508,1852-4508,Papeles de trabajo - Centro de Estudios Interdisciplinarios en Etnolingüística y Antropología Socio-Cultural,research-article,NA,NA,2012,2012,Human Sciences
S1668-34982011000200009,1668-3498,1668-3498,InVet,research-article,2012,2012,2011,2012,Biological Sciences
S1852-59622012000100001,1852-5962,1852-5962,Kurtziana,editorial,NA,NA,2012,2012,Biological Sciences
S2313-92772011000200012,2313-9277,2313-9277,Historia de la educación - anuario,book-review,NA,NA,2011,2012,Human Sciences
S1851-30182011000200001,1851-3018,1851-3018,Revista industrial y agrícola de Tucumán,research-article,NA,NA,2011,2012,Agricultural Sciences
S2314-15492011000200003,2314-1549,2314-1549;2314-1549,Revista de historia americana y argentina,research-article,2010,2011,2011,2013,Human Sciences
S0325-29572012000400002,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,editorial,NA,NA,2012,2013,Biological Sciences;Health Sciences
S1852-236X2011000300008,1852-236X,1852-236X,Revista americana de medicina respiratoria,brief-report,NA,NA,2011,2013,Health Sciences
S0004-48222012000400003,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,NA,NA,2012,2013,Exact and Earth Sciences
S1853-36552011000200010,1853-3655,1853-3655,Cuaderno urbano,book-review,NA,NA,2011,2013,Applied Social Sciences
S1850-20672012000200008,1850-2067,1850-2067,Ciencia del suelo,research-article,2012,2012,2012,2013,Agricultural Sciences
S0025-76802013000400002,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,NA,NA,2013,2013,Health Sciences
S0325-00752013000500006,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,NA,NA,2013,2013,Health Sciences
S1853-35232013000100019,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2012,2012,2013,2013,"Applied Social Sciences;Linguistics, Letters and Arts"
S1669-23142012000200003,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,brief-report,NA,NA,2012,2013,Agricultural Sciences
S1852-04992013000200004,1852-0499,1852-0499,Prismas,article-commentary,NA,NA,2013,2014,Human Sciences
S1851-00272013000200011,1851-0027,1851-0027,Comechingonia,research-article,2013,2013,2013,2014,Human Sciences
S1668-80902013000200006,1668-8090,1668-8090,Andes,research-article,NA,NA,2013,2014,Human Sciences
S1852-96152013000200009,1852-9615,1852-9615,Cuadernos del CILHA,research-article,2013,2013,2013,2014,"Linguistics, Letters and Arts"
S1853-984X2013000100001,1853-984X,1853-984X,Temas y Debates,research-article,2012,2012,2013,2014,Applied Social Sciences
S0327-50942012000100003,0327-5094,0327-5094;1850-2628,Temas medievales,research-article,NA,NA,2012,2014,"Human Sciences;Linguistics, Letters and Arts"
S1853-31752013000200001,1853-3175,1853-3175,Cuyo,research-article,NA,NA,2013,2014,Human Sciences
S0373-56802014000100006,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,2013,2014,2014,2014,Biological Sciences
S1850-66662013000100006,1850-6666,1850-6666,Revista electrónica de investigación en educación en ciencias,research-article,NA,NA,2013,2014,Human Sciences
S1853-35232014000300004,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2012,2013,2014,2014,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-96152014000200002,1852-9615,1852-9615,Cuadernos del CILHA,brief-report,NA,NA,2014,2014,"Linguistics, Letters and Arts"
S1514-79912015000100003,1514-7991,1514-7991,Revista argentina de antropología biológica,research-article,2013,2014,2015,2015,Biological Sciences
S1851-23722014000300002,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,NA,NA,2014,2015,Biological Sciences
S1669-68402014000100011,1669-6840,1669-6840,Revista veterinaria,research-article,2014,2014,2014,2015,Agricultural Sciences;Engineering
S1851-28792014000200006,1851-2879,1851-2879,Quinto sol,book-review,NA,NA,2014,2015,Human Sciences
S1851-00272014000200009,1851-0027,1851-0027,Comechingonia,research-article,2013,2014,2014,2015,Human Sciences
S1851-17322015000100006,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2014,2014,2015,2015,Applied Social Sciences
S1853-86652015000100010,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,brief-report,2014,2015,2015,2015,Agricultural Sciences
S1852-99922015000200001,1852-9992,1852-9992,Revista argentina de radiología,editorial,NA,NA,2015,2015,Health Sciences
S1669-23142015000200010,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,research-article,2015,2015,2015,2015,Agricultural Sciences
S0025-76802015000400008,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),case-report,NA,NA,2015,2015,Health Sciences
S1853-12962015000100001,1853-1296,1853-1296,La zaranda de ideas,editorial,NA,NA,2015,2015,Applied Social Sciences
S1853-86652015000200011,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2015,2015,2015,2015,Agricultural Sciences
S2314-15492015000200003,2314-1549,2314-1549;2314-1549,Revista de historia americana y argentina,research-article,2015,2015,2015,2015,Human Sciences
S2469-09612015000100003,2469-0961,2469-0961,Estudios de historia de España,research-article,NA,NA,2015,2016,Human Sciences
S1851-96282015000200004,1851-9628,1851-9628,Runa,research-article,2014,2015,2015,2016,Human Sciences
S1851-37512015000200002,1851-3751,1851-3751,Memoria americana,research-article,2015,2015,2015,2016,Human Sciences
S0011-67932014000100007,0011-6793,0011-6793;1850-1699,"Darwiniana, nueva serie",research-article,2013,2014,2014,2016,Biological Sciences
S1851-96362016000100001,1851-9636,1851-9636,Análisis filosófico,research-article,2014,2015,2016,2016,Human Sciences
S1851-17242016000100004,1851-1724,1851-1724,Circe de clásicos y modernos,research-article,2016,2016,2016,2016,"Human Sciences;Linguistics, Letters and Arts"
S1851-16862014000100029,1851-1686,1851-1686,Anuario de investigaciones,research-article,2014,2014,2014,2016,Human Sciences
S1853-63792014000100007,1853-6379,1853-6379,Argos,book-review,NA,NA,2014,2016,Human Sciences
S0325-82382015000200003,0325-8238,0325-8238;2525-1627,Folia Histórica del Nordeste,research-article,2015,2015,2015,2016,Applied Social Sciences;Human Sciences
S0325-82382015000100007,0325-8238,0325-8238;2525-1627,Folia Histórica del Nordeste,research-article,2014,2015,2015,2017,Applied Social Sciences;Human Sciences
S0025-76802016000600019,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),brief-report,NA,NA,2016,2017,Health Sciences
S1851-17162016000200011,1851-1716,1851-1716,"Ciencia, docencia y tecnología",research-article,2016,2016,2016,2017,Human Sciences
S1851-75872016000200009,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,2015,2016,2016,2017,Engineering
S1850-00132015000200004,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,research-article,NA,NA,2015,2017,Human Sciences
S1852-42492011000200001,1852-4249,1852-4249,Papers in physics,research-article,NA,NA,2011,2017,Engineering;Exact and Earth Sciences
S1850-00132017000100007,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,research-article,NA,NA,2017,2017,Human Sciences
S1667-782X2016000300011,1667-782X,1667-782X,Ecología austral,research-article,2015,2016,2016,2017,Biological Sciences
S2362-20242012000200012,2362-2024,2362-2024,Anales del Instituto de Arte Americano e Investigaciones Estéticas. Mario J. Buschiazzo,book-review,NA,NA,2012,2017,Human Sciences
S1515-59942017000100004,1515-5994,1515-5994,Mundo agrario,research-article,2016,2017,2017,2017,Applied Social Sciences;Human Sciences
S1852-16062016000200005,1852-1606,1852-1606,Sociohistórica,research-article,NA,NA,2016,2017,Human Sciences
S1852-42222014000200003,1852-4222,1852-4418;1852-4222,SaberEs,brief-report,NA,NA,2014,2017,Applied Social Sciences
S0325-00752017000400030,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,brief-report,2016,2017,2017,2017,Health Sciences
S1853-35232018000100007,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,NA,NA,2018,2017,"Applied Social Sciences;Linguistics, Letters and Arts"
S0325-00752017000600036,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,brief-report,NA,NA,2017,2018,Health Sciences
S1853-12962017000100004,1853-1296,1853-1296,La zaranda de ideas,research-article,2017,2017,2017,2018,Applied Social Sciences
S2468-99632016000200001,2468-9963,0328-0101;2468-9963,Delito y sociedad,research-article,2016,2016,2016,2018,Human Sciences
S0327-07932013000200001,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2011,2012,2013,2018,Exact and Earth Sciences
S1668-81042014000100013,1668-8104,1668-8104,Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy,research-article,NA,NA,2014,2018,Applied Social Sciences;Human Sciences
S1852-73372017000300003,1852-7337,1852-7337,Diaeta,research-article,2017,2017,2017,2018,Health Sciences
S1669-68402017000200010,1669-6840,1669-6840,Revista veterinaria,research-article,2016,2017,2017,2018,Agricultural Sciences;Engineering
S1850-37482015000200011,1850-3748,1850-3748,Revista argentina de cardiología,research-article,2014,2015,2015,2018,Health Sciences
S1851-88932017000100013,1851-8893,1851-8893,Orientación y sociedad,research-article,2017,2017,2017,2018,Human Sciences
S1852-62332018000100005,1852-6233,1852-6233,BAG. Journal of basic and applied genetics,research-article,2017,2018,2018,2018,Biological Sciences;Health Sciences
S1850-37482016000500022,1850-3748,1850-3748,Revista argentina de cardiología,abstract,NA,NA,2016,2018,Health Sciences
S1852-48262017000100010,1852-4826,1852-060X;1852-4826,Revista del Museo de Antropología,research-article,NA,NA,NA,2018,Human Sciences
S1851-46692018000200005,1851-4669,1851-4669,Anclajes,research-article,2017,2018,2018,2018,"Linguistics, Letters and Arts"
S1850-00132018000200011,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,research-article,NA,NA,2018,2018,Human Sciences
S1851-75872018000200007,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,NA,NA,2018,2018,Engineering
S1669-57042018000100003,1669-5704,1669-5704,La aljaba,research-article,NA,NA,2018,2019,Human Sciences
S0325-00752019000100021,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,case-report,2018,2018,2019,2019,Health Sciences
S1853-04002018000100007,1853-0400,1853-0400,Revista del Museo Argentino de Ciencias Naturales,research-article,2018,2018,2018,2019,Biological Sciences;Exact and Earth Sciences
S1995-77852018000100006,1995-7785,1995-7785,Propuesta educativa,research-article,NA,NA,2018,2019,Human Sciences
S1852-74342019000100002,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,case-report,NA,NA,2019,2019,Health Sciences
S1853-001X2018000100016,1853-001X,1853-001X,Mora (Buenos Aires),book-review,NA,NA,2018,2019,Applied Social Sciences;Human Sciences
S1851-31232018000500001,1851-3123,1851-3123,Revista Pilquen,editorial,NA,NA,2018,2019,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-38622019000100007,1852-3862,1852-3862,Insuficiencia cardíaca,research-article,2018,2019,2019,2019,Health Sciences
S1669-57042020000100121,1669-5704,1669-5704,La aljaba,book-review,NA,NA,2020,2021,Human Sciences
S2314-15492019000100003,2314-1549,2314-1549;2314-1549,Revista de historia americana y argentina,research-article,2018,2018,2019,2019,Human Sciences
S1852-85622019000100007,1852-8562,1852-8562,Población y sociedad,brief-report,NA,NA,2019,2019,Applied Social Sciences;Human Sciences
S1851-88932018000200016,1851-8893,1851-8893,Orientación y sociedad,brief-report,NA,NA,2018,2019,Human Sciences
S1666-77192019000200007,1666-7719,1666-7719;2346-9129,Fave. Sección ciencias agrarias,research-article,2019,2019,2019,2020,Agricultural Sciences
S1668-70272019000100003,1668-7027,1668-7027,Interdisciplinaria,research-article,2017,2019,2019,2020,Human Sciences
S1853-35232019000400153,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2018,2019,2019,2020,"Applied Social Sciences;Linguistics, Letters and Arts"
S0524-97672019000200009,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,book-review,NA,NA,2019,2020,Human Sciences
S1852-73532018000200002,1852-7353,1852-7353,Revista latinoamericana de filosofía,research-article,NA,NA,2018,2020,Human Sciences
S1851-96012019000200127,1851-9601,1851-9601,Postdata,book-review,NA,NA,2019,2020,Human Sciences
S1853-19702020000100061,1853-1970,1853-1970,Revista SAAP,research-article,NA,NA,2020,2020,Applied Social Sciences
S1852-99922020000100036,1852-9992,1852-9992,Revista argentina de radiología,letter,2018,2019,2020,2020,Health Sciences
S1995-77852019000200012,1995-7785,1995-7785,Propuesta educativa,research-article,NA,NA,2019,2020,Human Sciences
S2362-36752020000200007,2362-3675,0327-4411;2362-3675,Revista argentina de reumatología,case-report,NA,NA,2020,2020,Health Sciences
S1853-86652020000200032,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2019,2020,2020,2020,Agricultural Sciences
S0373-56802020000400047,0373-5680,0373-5680;1851-7471,Revista de la Sociedad Entomológica Argentina,research-article,2020,2020,2020,2021,Biological Sciences
S1853-35232020000600114,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2019,2019,2020,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-48262020000200025,1852-4826,1852-060X;1852-4826,Revista del Museo de Antropología,research-article,2020,2020,2020,2021,Human Sciences
S1850-37482019000500383,1850-3748,1850-3748,Revista argentina de cardiología,rapid-communication,2019,2019,2019,2019,Health Sciences
S1852-48262021000100005,1852-4826,1852-060X;1852-4826,Revista del Museo de Antropología,research-article,2020,2020,2021,2021,Human Sciences
S1852-16062019000100074,1852-1606,1852-1606,Sociohistórica,research-article,2018,2018,2019,2021,Human Sciences
S1515-59942020000100129,1515-5994,1515-5994,Mundo agrario,research-article,2019,2020,2020,2021,Applied Social Sciences;Human Sciences
S1668-56282021000100006,1668-5628,1668-5628,La trama de la comunicación,research-article,2020,2020,2021,2021,Applied Social Sciences
S2314-25612020000300142,2314-2561,2314-2561,Educación Física y Ciencia,research-article,2020,2020,2020,2021,Human Sciences
S1853-35232021000100011,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2018,2019,2021,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1851-31232021000200005,1851-3123,1851-3123,Revista Pilquen,research-article,2020,2021,2021,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-42062018000300043,1852-4206,1852-4206,Revista Argentina de Ciencias del Comportamiento,research-article,2018,2018,2018,2018,Biological Sciences;Human Sciences
S1024-06752002000100016,1024-0675,1024-0675,Revista de la Sociedad Boliviana de Pediatría,research-article,NA,NA,2002,2009,Health Sciences
S1990-74512007000100011,1990-7451,1990-7451,Tinkazos,book-review,NA,NA,2007,2010,Applied Social Sciences
S1012-29662010000200010,1012-2966,1012-2966,Gaceta Médica Boliviana,research-article,2010,2010,2010,2011,Health Sciences
S1817-74332011000100011,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,case-report,2011,2011,2011,2011,Health Sciences
S2077-33232008000100009,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2008,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S2077-33232004000100002,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2004,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1817-74332009000100006,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,case-report,NA,NA,2009,2013,Health Sciences
S2074-47062013000100004,2074-4706,2074-4706,Revista Latinoamericana de Desarrollo Económico,research-article,2012,2013,2013,2013,Applied Social Sciences
S1815-02762000000200005,1815-0276,1815-0276,Punto Cero,research-article,NA,NA,2000,2013,Applied Social Sciences
S1726-89582014000100001,1726-8958,1726-8958,Revista Médica La Paz,editorial,NA,NA,2014,2014,Health Sciences
S2077-33232014000200014,2077-3323,2077-3323,Revista Ciencia y Cultura,book-review,NA,NA,2014,2015,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1997-40432010000100014,1997-4043,1997-4043,Revista Integra Educativa,research-article,NA,NA,2010,2015,Applied Social Sciences;Exact and Earth Sciences
S1652-67762015000100008,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2015,2015,Biological Sciences;Health Sciences
S2077-21612011000100005,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,NA,NA,2011,2015,Applied Social Sciences
S2223-30322015000200008,2223-3032,2223-3032,Revista de Investigacion Psicologica,research-article,2015,2015,2015,2016,Human Sciences
S2223-30322016000100003,2223-3032,2223-3032,Revista de Investigacion Psicologica,research-article,2016,NA,2016,2016,Human Sciences
S1817-74332016000200011,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,case-report,2016,2016,2016,2017,Health Sciences
S2518-44312017000100005,2518-4431,1814-6333;2518-4431,Investigación & Desarrollo,research-article,2017,2017,2017,2017,Engineering
S1815-02762017000200002,1815-0276,1815-0276,Punto Cero,research-article,NA,NA,2017,2018,Applied Social Sciences
S2310-02652017000100002,2310-0265,2310-0265,Revista CON-CIENCIA,research-article,2017,2017,2017,2018,Biological Sciences;Health Sciences
S2077-21612019000100006,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,NA,NA,2019,2019,Applied Social Sciences
S1562-38232018000200001,1562-3823,1562-3823,Revista Boliviana de Física,editorial,NA,NA,2018,2019,Exact and Earth Sciences
S2308-38592019000100001,2308-3859,2308-3859,Journal of the Selva Andina Biosphere,brief-report,NA,NA,2019,2019,Agricultural Sciences;Biological Sciences;Engineering;Exact and Earth Sciences
S1683-07892006000200012,1683-0789,1683-0789,Acta Nova,undefined,NA,NA,2006,2020,Exact and Earth Sciences
S1994-37332020000100004,1994-3733,1994-3733,Revista Perspectivas,research-article,2020,2020,2020,2020,Applied Social Sciences
S1605-25282020000300005,1605-2528,1605-2528;2075-5023,Ecología en Bolivia,research-article,2020,2020,2020,2020,Biological Sciences
S2616-79642020000400021,2616-7964,L:2616-7964;2616-7964,Horizontes Revista de Investigación en Ciencias de la Educación,research-article,2020,2020,2020,2021,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S2077-21612021000200004,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2021,2021,2021,2021,Applied Social Sciences
S0100-879X1998000400004,0100-879X,0100-879X;1414-431X,Brazilian Journal of Medical and Biological Research,rapid-communication,1997,1998,1998,1998,Biological Sciences;Health Sciences
S0074-02761998000100012,0074-0276,0074-0276;1678-8060,Memórias do Instituto Oswaldo Cruz,research-article,1997,1997,1998,1998,Biological Sciences;Health Sciences
S0100-879X1997000500012,0100-879X,0100-879X;1414-431X,Brazilian Journal of Medical and Biological Research,undefined,1996,1997,1997,1998,Biological Sciences;Health Sciences
S0102-86501998000100002,0102-8650,0102-8650;1678-2674,Acta Cirúrgica Brasileira,research-article,NA,NA,1998,1998,Health Sciences
S0100-879X1999000100007,0100-879X,0100-879X;1414-431X,Brazilian Journal of Medical and Biological Research,rapid-communication,1998,1998,1999,1999,Biological Sciences;Health Sciences
S0103-90161998000200016,0103-9016,1678-992X,Scientia Agricola,research-article,1997,1998,1998,1999,Agricultural Sciences
S0036-46651998000600004,0036-4665,1678-9946,Revista do Instituto de Medicina Tropical de São Paulo,research-article,1998,1998,1998,1999,Biological Sciences;Health Sciences
S0103-97331998000200007,0103-9733,0103-9733;1678-4448,Brazilian Journal of Physics,review-article,1998,NA,1998,1999,Exact and Earth Sciences
S0006-87051998000100021,0006-8705,0006-8705;1678-4499,Bragantia,brief-report,1997,1998,1998,1999,Agricultural Sciences
S0103-97331998000400025,0103-9733,0103-9733;1678-4448,Brazilian Journal of Physics,research-article,1998,NA,1998,1999,Exact and Earth Sciences
S0103-97331999000200003,0103-9733,0103-9733;1678-4448,Brazilian Journal of Physics,research-article,1998,NA,1999,1999,Exact and Earth Sciences
S0011-52581999000200002,0011-5258,0011-5258;1678-4588,Dados,research-article,1999,NA,1999,1999,Human Sciences
S0103-90161999000400032,0103-9016,1678-992X,Scientia Agricola,research-article,1998,1999,1999,2000,Agricultural Sciences
S0101-20611999000200019,0101-2061,0101-2061;1678-457X,Food Science and Technology,research-article,1998,1999,1999,2000,Agricultural Sciences
S0004-282X1999000600027,0004-282X,0004-282X;1678-4227,Arquivos de Neuro-Psiquiatria,article-commentary,NA,NA,1999,2000,Health Sciences
S0366-69131999000200006,0366-6913,0366-6913;1678-4553,Cerâmica,research-article,1998,1999,1999,2000,Engineering
S1516-44461999000400005,1516-4446,1516-4446;1809-452X,Brazilian Journal of Psychiatry,article-commentary,NA,NA,1999,2000,Health Sciences
