scielo_id,ISSN_scielo,ISSN,journal,type,year_submitted,year_accepted,year_published,year_published_scielo,subject
S1851-37512012000200003,1851-3751,1851-3751,Memoria americana,research-article,2011,2012,2012,2013,Human Sciences
S1852-62332012000200013,1852-6233,1852-6233,BAG. Journal of basic and applied genetics,research-article,NA,NA,2012,2013,Biological Sciences;Health Sciences
S1851-17322012000500014,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,NA,NA,2012,2013,Applied Social Sciences
S0004-48222012000400002,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,NA,NA,2012,2013,Exact and Earth Sciences
S1851-17322013000200008,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2012,2012,2013,2013,Applied Social Sciences
S1850-66662012000100006,1850-6666,1850-6666,Revista electrónica de investigación en educación en ciencias,research-article,NA,NA,2012,2013,Human Sciences
S1853-31752012000100004,1853-3175,1853-3175,Cuyo,addendum,NA,NA,2012,2013,Human Sciences
S0325-00752013000500012,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,NA,NA,2013,2013,Health Sciences
S1853-35232013000100021,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2012,2012,2013,2013,"Applied Social Sciences;Linguistics, Letters and Arts"
S1669-23142012000200009,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,research-article,2011,2011,2012,2013,Agricultural Sciences
S1669-23142013000300009,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,research-article,2012,2013,2013,2014,Agricultural Sciences
S1851-23722013000300014,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,2012,2013,2013,2014,Biological Sciences
S1850-20672013000200008,1850-2067,1850-2067,Ciencia del suelo,research-article,2012,2013,2013,2014,Agricultural Sciences
S1850-373X2013000100012,1850-373X,1850-373X,Intersecciones en antropología,research-article,2012,2012,2013,2014,Human Sciences
S1853-984X2012000200004,1853-984X,1853-984X,Temas y Debates,research-article,2012,2012,2012,2014,Applied Social Sciences
S1851-75872014000100007,1851-7587,1851-7587,Revista de Ciencia y Tecnología,research-article,2013,2013,2014,2014,Engineering
S1852-77442013000200001,1852-7744,1852-7744,Geoacta,research-article,2013,2013,2013,2014,Exact and Earth Sciences
S0004-48222014000100008,0004-4822,0004-4822;1851-8249,Revista de la Asociación Geológica Argentina,research-article,2013,2013,2014,2014,Exact and Earth Sciences
S1850-66662013000100004,1850-6666,1850-6666,Revista electrónica de investigación en educación en ciencias,research-article,NA,NA,2013,2014,Human Sciences
S1851-30182013000200003,1851-3018,1851-3018,Revista industrial y agrícola de Tucumán,research-article,NA,NA,2013,2014,Agricultural Sciences
S1851-87532014000100002,1851-8753,1851-8753;2362-4868,Scripta Mediaevalia,research-article,NA,NA,2014,2014,Human Sciences
S1514-79912012000100008,1514-7991,1514-7991,Revista argentina de antropología biológica,research-article,NA,NA,2012,2015,Biological Sciences
S1851-23722014000400005,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,2014,2014,2014,2015,Biological Sciences
S1669-68402013000200003,1669-6840,1669-6840,Revista veterinaria,research-article,2013,2013,2013,2015,Agricultural Sciences;Engineering
S1852-42652010000100008,1852-4265,1852-4265,Revista Universitaria de Geografía,research-article,2009,2010,2010,2015,Exact and Earth Sciences
S1851-00272014000200008,1851-0027,1851-0027,Comechingonia,research-article,2013,2014,2014,2015,Human Sciences
S1852-38622015000100006,1852-3862,1852-3862,Insuficiencia cardíaca,abstract,2014,2015,2015,2015,Health Sciences
S1853-86652015000100019,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,review-article,2014,2014,2015,2015,Agricultural Sciences
S1853-31752014000100004,1853-3175,1853-3175,Cuyo,research-article,NA,NA,2014,2015,Human Sciences
S1851-96012015000100003,1851-9601,1851-9601,Postdata,research-article,NA,NA,2015,2015,Human Sciences
S1852-62332015000200013,1852-6233,1852-6233,BAG. Journal of basic and applied genetics,abstract,NA,NA,2015,2015,Biological Sciences;Health Sciences
S1851-94902014000200004,1851-9490,1851-9490,Estudios de filosofía práctica e historia de las ideas,research-article,NA,NA,2014,2015,Human Sciences
S1853-86652015000200006,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2014,2015,2015,2015,Agricultural Sciences
S0328-12052014000100008,0328-1205,0328-1205;1851-779X,Synthesis (La Plata),research-article,NA,NA,2014,2015,"Human Sciences;Linguistics, Letters and Arts"
S1852-73102015000200004,1852-7310,1852-7310,Subjetividad y procesos cognitivos,research-article,2015,2015,2015,2016,Human Sciences
S1851-96282015000200005,1851-9628,1851-9628,Runa,research-article,2015,2016,2015,2016,Human Sciences
S1850-66662014000200004,1850-6666,1850-6666,Revista electrónica de investigación en educación en ciencias,research-article,NA,NA,2014,2016,Human Sciences
S1852-85622016000100005,1852-8562,1852-8562,Población y sociedad,brief-report,2015,2015,2016,2016,Applied Social Sciences;Human Sciences
S1853-984X2016000100003,1853-984X,1853-984X,Temas y Debates,research-article,2015,2015,2016,2016,Applied Social Sciences
S2313-94632016000100007,2313-9463,2313-9463,CELEHIS (Mar del Plata),research-article,NA,NA,2016,2016,Human Sciences
S1851-16862014000100003,1851-1686,1851-1686,Anuario de investigaciones,research-article,2014,2014,2014,2016,Human Sciences
S1666-77192015000200011,1666-7719,1666-7719;2346-9129,Fave. Sección ciencias agrarias,research-article,NA,NA,2015,2016,Agricultural Sciences
S1852-48262015000200008,1852-4826,1852-060X;1852-4826,Revista del Museo de Antropología,research-article,2014,2015,2015,2016,Human Sciences
S0325-82382015000100013,0325-8238,0325-8238;2525-1627,Folia Histórica del Nordeste,research-article,2015,2015,2015,2017,Applied Social Sciences;Human Sciences
S1851-37432016000200001,1851-3743,1851-3743,Acta toxicológica argentina,research-article,2015,2016,2016,2017,Biological Sciences
S1851-98142016000200006,1851-9814,1851-9814,Apuntes de investigación del CECYP,research-article,NA,NA,2016,2017,Applied Social Sciences
S1851-31232016000200002,1851-3123,1851-3123,Revista Pilquen,research-article,2016,2016,2016,2017,"Applied Social Sciences;Linguistics, Letters and Arts"
S1850-00132015000200008,1850-0013,1850-0013,Revista iberoamericana de ciencia tecnología y sociedad,research-article,NA,NA,2015,2017,Human Sciences
S0325-75412017000100011,0325-7541,0325-7541;1851-7617,Revista argentina de microbiología,research-article,NA,NA,2017,2017,Biological Sciences
S1668-80902016000200007,1668-8090,1668-8090,Andes,book-review,NA,NA,2016,2017,Human Sciences
S1850-11682017000200007,1850-1168,0327-358X;1850-1168,Anales (Asociación Física Argentina),research-article,2015,2016,2017,2017,Exact and Earth Sciences
S2362-20242015000100011,2362-2024,2362-2024,Anales del Instituto de Arte Americano e Investigaciones Estéticas. Mario J. Buschiazzo,book-review,NA,NA,2015,2017,Human Sciences
S0524-97672017000100013,0524-9767,0524-9767;1850-2563,Boletín del Instituto de Historia Argentina y Americana Dr. Emilio Ravignani,book-review,NA,NA,2017,2017,Human Sciences
S1852-16062017000100001,1852-1606,1852-1606,Sociohistórica,research-article,2015,2016,2017,2017,Human Sciences
S1852-42222012000100001,1852-4222,1852-4418;1852-4222,SaberEs,research-article,2012,NA,2012,2017,Applied Social Sciences
S1853-35232016000400008,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,NA,NA,2016,2017,"Applied Social Sciences;Linguistics, Letters and Arts"
S1853-35232018000400001,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,NA,NA,2018,2017,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-85622017000200001,1852-8562,1852-8562,Población y sociedad,research-article,2017,2017,2017,2018,Applied Social Sciences;Human Sciences
S1853-31752016000100007,1853-3175,1853-3175,Cuyo,book-review,NA,NA,2016,2018,Human Sciences
S1852-73292001000100001,1852-7329,1852-7329,Multequina,research-article,2001,2001,2001,2018,Agricultural Sciences;Biological Sciences
S1851-28792017000300010,1851-2879,1851-2879,Quinto sol,book-review,NA,NA,2017,2018,Human Sciences
S1668-81042017000100004,1668-8104,1668-8104,Cuadernos de la Facultad de Humanidades y Ciencias Sociales. Universidad Nacional de Jujuy,research-article,NA,NA,2017,2018,Applied Social Sciences;Human Sciences
S1851-23722018000100015,1851-2372,1851-2372,Boletín de la Sociedad Argentina de Botánica,research-article,NA,NA,2018,2018,Biological Sciences
S1851-17322018000200015,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2017,2017,2018,2018,Applied Social Sciences
S1850-37482015000400022,1850-3748,1850-3748,Revista argentina de cardiología,letter,NA,NA,2015,2018,Health Sciences
S1851-88932017000100017,1851-8893,1851-8893,Orientación y sociedad,news,NA,NA,2017,2018,Human Sciences
S1515-94852018000100001,1515-9485,1515-9485;2313-9927,Espacios en blanco. Serie indagaciones,undefined,NA,NA,2018,2018,Human Sciences
S2314-25612018000100003,2314-2561,2314-2561,Educación Física y Ciencia,research-article,2017,2018,2018,2018,Human Sciences
S1850-37482017000200013,1850-3748,1850-3748,Revista argentina de cardiología,research-article,NA,NA,2017,2018,Health Sciences
S2313-92772017000200010,2313-9277,2313-9277,Historia de la educación - anuario,research-article,NA,NA,2017,2018,Human Sciences
S2314-27662017000100009,2314-2766,2314-2766,Relaciones internacionales,research-article,2016,2017,2017,2018,Human Sciences
S0325-00752018000500006,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,2017,2018,2018,2018,Health Sciences
S0025-76802018000800006,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2018,2018,2018,2019,Health Sciences
S1853-84602018000200001,1853-8460,0524-0476;1853-8460,Bonplandia,research-article,2018,2018,2018,2019,Exact and Earth Sciences
S1853-43922018000200003,1853-4392,1853-4392,Estudios Socioterritoriales,research-article,2017,2018,2018,2019,Human Sciences
S1851-16862016000100035,1851-1686,1851-1686,Anuario de investigaciones,research-article,2016,2016,2016,2019,Human Sciences
S1514-68712018000200285,1514-6871,1514-6871,Trabajo y sociedad,research-article,2017,2018,2018,2019,Applied Social Sciences
S0325-00752019000300006,0325-0075,0325-0075;1668-3501,Archivos argentinos de pediatría,research-article,2018,2019,2019,2019,Health Sciences
S1852-73372018000400004,1852-7337,1852-7337,Diaeta,research-article,NA,NA,2018,2019,Health Sciences
S1853-84602019000100005,1853-8460,0524-0476;1853-8460,Bonplandia,research-article,2018,2018,2019,2019,Exact and Earth Sciences
S1850-66662019000100001,1850-6666,1850-6666,Revista electrónica de investigación en educación en ciencias,research-article,NA,NA,2019,2019,Human Sciences
S2346-85482015000100004,2346-8548,2346-8548,"Revista de nefrologia, dialisis y trasplante",research-article,2015,2015,2015,2019,Health Sciences
S0327-07932014000400014,0327-0793,0327-0793;1851-8796,Latin American applied research,research-article,2013,2014,2014,2019,Exact and Earth Sciences
S0025-76802019000800007,0025-7680,0025-7680;1669-9106,Medicina (Buenos Aires),research-article,2019,2019,2019,2019,Health Sciences
S1853-86652019000200032,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2019,2019,2019,2020,Agricultural Sciences
S1668-70272019000200001,1668-7027,1668-7027,Interdisciplinaria,research-article,2017,2019,2019,2020,Human Sciences
S1853-35232019000100032,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2017,2017,2019,2020,"Applied Social Sciences;Linguistics, Letters and Arts"
S0325-29572019000400018,0325-2957,0325-2957;1851-6114,Acta bioquímica clínica latinoamericana,book-review,NA,NA,2019,2020,Biological Sciences;Health Sciences
S1851-00272020000100006,1851-0027,1851-0027,Comechingonia,research-article,NA,NA,2020,2020,Human Sciences
S0328-97022020000200035,0328-9702,0328-9702,Praxis educativa,research-article,2020,2020,2020,2020,Human Sciences
S1853-19702019000200001,1853-1970,1853-1970,Revista SAAP,editorial,NA,NA,2019,2020,Applied Social Sciences
S2362-36752020000100007,2362-3675,0327-4411;2362-3675,Revista argentina de reumatología,case-report,NA,NA,2020,2020,Health Sciences
S1995-77852019000200004,1995-7785,1995-7785,Propuesta educativa,research-article,NA,NA,2019,2020,Human Sciences
S1669-23142019000300384,1669-2314,1669-2314,RIA. Revista de investigaciones agropecuarias,research-article,NA,NA,2019,2020,Agricultural Sciences
S1853-86652020000200008,1853-8665,1853-8665,Revista de la Facultad de Ciencias Agrarias. Universidad Nacional de Cuyo,research-article,2020,2020,2020,2020,Agricultural Sciences
S1851-17322020000300905,1851-1732,1851-1732,Estudios y perspectivas en turismo,research-article,2019,2019,2020,2021,Applied Social Sciences
S1853-35232020000300064,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2018,2018,2020,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-38622020000400001,1852-3862,1852-3862,Insuficiencia cardíaca,editorial,NA,NA,2020,2021,Health Sciences
S1850-37482020000600499,1850-3748,1850-3748,Revista argentina de cardiología,editorial,NA,NA,2020,2021,Health Sciences
S1853-35232020001000121,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2017,2018,2020,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-16062018000200058,1852-1606,1852-1606,Sociohistórica,research-article,2017,2018,2018,2021,Human Sciences
S2314-27072020000200011,2314-2707,2314-2707,Travesía (San Miguel de Tucumán),news,NA,NA,2020,2021,Human Sciences
S1853-36552021000100139,1853-3655,1853-3655,Cuaderno urbano,research-article,NA,NA,2021,2021,Applied Social Sciences
S1852-74342020000300234,1852-7434,1852-7434,Revista de la Asociación Argentina de Ortopedia y Traumatología,research-article,2019,2020,2020,2021,Health Sciences
S1853-35232021000400197,1853-3523,1853-3523,Cuadernos del Centro de Estudios en Diseño y Comunicación. Ensayos,research-article,2019,2019,2021,2021,"Applied Social Sciences;Linguistics, Letters and Arts"
S1852-42062019000300019,1852-4206,1852-4206,Revista Argentina de Ciencias del Comportamiento,research-article,2019,2019,2019,2019,Biological Sciences;Human Sciences
S0250-54602007000100004,0250-5460,0250-5460,Revista Boliviana de Química,research-article,NA,NA,2007,2008,Biological Sciences;Exact and Earth Sciences
S1024-06752003000200002,1024-0675,1024-0675,Revista de la Sociedad Boliviana de Pediatría,research-article,NA,NA,2003,2009,Health Sciences
S1652-67762007000200002,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2007,2011,Biological Sciences;Health Sciences
S1012-29662010000100014,1012-2966,1012-2966,Gaceta Médica Boliviana,review-article,2010,2010,2010,2011,Health Sciences
S1990-74512011000100007,1990-7451,1990-7451,Tinkazos,research-article,2011,2011,2011,2011,Applied Social Sciences
S2077-33231997000100018,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,1997,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S2077-33232005000200010,2077-3323,2077-3323,Revista Ciencia y Cultura,research-article,NA,NA,2005,2012,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1817-74332009000100010,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,review-article,NA,NA,2009,2013,Health Sciences
S1024-06752012000300001,1024-0675,1024-0675,Revista de la Sociedad Boliviana de Pediatría,editorial,NA,NA,2012,2013,Health Sciences
S2077-33232013000200009,2077-3323,2077-3323,Revista Ciencia y Cultura,book-review,NA,NA,2013,2014,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1817-74332014000100001,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,editorial,NA,NA,2014,2014,Health Sciences
S1726-89582014000200001,1726-8958,1726-8958,Revista Médica La Paz,editorial,NA,NA,2014,2015,Health Sciences
S1997-40432013000100003,1997-4043,1997-4043,Revista Integra Educativa,research-article,2013,2013,2013,2015,Applied Social Sciences;Exact and Earth Sciences
S1652-67762014000200009,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,NA,NA,2014,2015,Biological Sciences;Health Sciences
S2077-21612014000200004,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2014,2014,2014,2015,Applied Social Sciences
S2077-21612016000100002,2077-2161,2077-2161,Ajayu Órgano de Difusión Científica del Departamento de Psicología UCBSP,research-article,2015,2016,2016,2016,Applied Social Sciences
S2072-92942016000200002,2072-9294,2072-9294,Journal of the Selva Andina Research Society,research-article,2016,2016,2016,2016,Agricultural Sciences;Biological Sciences
S2306-86712016000200008,2306-8671,2306-8671,Revista Aportes de la Comunicación y la Cultura,research-article,2016,2016,2016,2017,Human Sciences
S1652-67762017000100009,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,2017,2017,2017,2017,Biological Sciences;Health Sciences
S2409-16182017000200009,2409-1618,2409-1618,Revista de Investigación e Innovación Agropecuaria y de Recursos Naturales,research-article,2017,2017,2017,2018,Agricultural Sciences
S1817-74332018000100017,1817-7433,2077-3323;2220-2234,Revista Científica Ciencia Médica,case-report,2017,2018,2018,2018,Health Sciences
S0040-29151991000100006,0040-2915,0040-2915;2413-5720,Temas Sociales,research-article,NA,NA,1991,2019,Applied Social Sciences;Human Sciences
S2071-081X2019000100012,2071-081X,2071-081X,Fides et Ratio - Revista de Difusión cultural y científica de la Universidad La Salle en Bolivia,research-article,NA,NA,2019,2019,Applied Social Sciences
S2306-86712019000100008,2306-8671,2306-8671,Revista Aportes de la Comunicación y la Cultura,research-article,2019,2019,2019,2019,Human Sciences
S1683-07892006000100010,1683-0789,1683-0789,Acta Nova,research-article,NA,NA,2006,2020,Exact and Earth Sciences
S2409-16182020000100012,2409-1618,2409-1618,Revista de Investigación e Innovación Agropecuaria y de Recursos Naturales,research-article,2020,2020,2020,2020,Agricultural Sciences
S2310-02652020000100007,2310-0265,2310-0265,Revista CON-CIENCIA,research-article,2020,2020,2020,2020,Biological Sciences;Health Sciences
S2616-79642020000400023,2616-7964,L:2616-7964;2616-7964,Horizontes Revista de Investigación en Ciencias de la Educación,editorial,NA,NA,2020,2021,"Applied Social Sciences;Human Sciences;Linguistics, Letters and Arts"
S1652-67762021000100003,1652-6776,1562-6776,Cuadernos Hospital de Clínicas,research-article,2019,2021,2021,2021,Biological Sciences;Health Sciences
S0100-84551997000400018,0100-8455,0100-8455;1678-4502,Brazilian Journal of Genetics,editorial,NA,NA,1997,1998,Biological Sciences
S0074-02761998000200026,0074-0276,0074-0276;1678-8060,Memórias do Instituto Oswaldo Cruz,research-article,1997,1997,1998,1998,Biological Sciences;Health Sciences
S0074-02761997000100003,0074-0276,0074-0276;1678-8060,Memórias do Instituto Oswaldo Cruz,undefined,1996,1996,1997,1998,Biological Sciences;Health Sciences
S0103-06631997000400012,0103-0663,0103-0663,Revista de Odontologia da Universidade de São Paulo,research-article,1997,1997,1997,1998,Health Sciences
S1415-47571998000100024,1415-4757,1415-4757;1678-4685,Genetics and Molecular Biology,research-article,1997,NA,1998,1999,Biological Sciences
S0102-69091998000100012,0102-6909,0102-6909;1806-9053,Revista Brasileira de Ciências Sociais,abstract,NA,NA,1998,1999,Human Sciences
S0036-46651998000500001,0036-4665,1678-9946,Revista do Instituto de Medicina Tropical de São Paulo,research-article,1998,1998,1998,1999,Biological Sciences;Health Sciences
S0102-01881998000200010,0102-0188,0102-0188;1806-9347,Revista Brasileira de História,research-article,NA,NA,1998,1999,Human Sciences
S0006-87051997000100019,0006-8705,0006-8705;1678-4499,Bragantia,research-article,1994,1996,1997,1999,Agricultural Sciences
S1415-47571999000200010,1415-4757,1415-4757;1678-4685,Genetics and Molecular Biology,research-article,1999,NA,1999,1999,Biological Sciences
S0103-97331999000200018,0103-9733,0103-9733;1678-4448,Brazilian Journal of Physics,research-article,1998,NA,1999,1999,Exact and Earth Sciences
S0103-06631999000300003,0103-0663,0103-0663,Revista de Odontologia da Universidade de São Paulo,research-article,1999,1999,1999,1999,Health Sciences
S0102-86501999000400009,0102-8650,0102-8650;1678-2674,Acta Cirúrgica Brasileira,research-article,1999,1999,1999,2000,Health Sciences
S0101-20611999000200004,0101-2061,0101-2061;1678-457X,Food Science and Technology,research-article,1998,1999,1999,2000,Agricultural Sciences
S0004-282X2000000100015,0004-282X,0004-282X;1678-4227,Arquivos de Neuro-Psiquiatria,research-article,NA,NA,2000,2000,Health Sciences
